N-Z,N,Z,A,EL,S2n,D_S2n,is_from_experiment,S2p,D_S2p,is_from_experiment,Qa,D_Qa,is_from_experiment,Q2b,D_Q2b,is_from_experiment,Qep,D_Qep,is_from_experiment,Qbn,D_Qbn,is_from_experiment
20,43,23,66,V,6123.0,640.0,0,999999.0,999999.0,1,-16035.0,781.0,0,30451.0,500.0,0,999999.0,999999.0,1,13939.0,539.0,0
18,42,24,66,Cr,7643.0,424.0,0,38238.0,671.0,0,-15365.0,500.0,0,24928.0,300.0,0,-37639.0,761.0,0,7756.0,300.0,0
16,41,25,66,Mn,9903.9881,11.725,1,35009.0,400.0,0,-13962.1446,264.5232,1,19658.1488,17.8934,1,-31929.0,500.0,0,6396.1914,12.2913,1
14,40,26,66,Fe,11240.9308,6.4785,1,31005.8107,299.9691,1,-11640.1511,5.3551,1,15938.4467,4.3302,1,-29047.0,200.0,0,1046.0407,4.5973,1
12,39,27,66,Co,12758.7355,24.4017,1,27997.4429,14.4138,1,-10309.4923,15.4283,1,9849.748,13.9875,1,-22730.168,14.4607,1,645.9373,13.9808,1
10,38,28,66,Ni,15049.8956,1.472,1,25614.6835,5.2081,1,-9553.1526,3.1243,1,2892.9354,1.5829,1,-22077.3626,5.2994,1,-6813.9341,1.5382,1
8,37,29,66,Cu,16976.507,0.6645,1,21043.7895,20.0119,1,-7258.8057,18.5814,1,-2534.5604,1.2233,1,-14362.0548,2.1813,1,-8417.5826,0.3675,1
6,36,30,66,Zn,19037.847,0.9142,1,16378.137,0.7161,1,-4577.7049,0.6897,1,-7292.1879,2.5133,1,-11062.4033,0.7292,1,-14313.0602,1.0358,1
4,35,31,66,Ga,21033.5382,1.787,1,12877.2526,1.0555,1,-3361.1014,1.1582,1,-11698.645,5.7862,1,-3749.0225,1.2203,1,-15316.8234,2.4246,1
2,34,32,66,Ge,23434.1739,4.4324,1,10180.9651,2.4855,1,-2863.8682,2.4782,1,-19947.0,200.0,0,-2983.9873,2.4862,1,-22741.3024,84.8,1
0,33,33,66,As,28635.0,204.0,0,7770.1992,5.859,1,-2462.9778,5.7177,1,-28455.0,400.0,0,3343.4317,5.7369,1,-27077.0,300.0,0
-2,32,34,66,Se,30943.0,539.0,0,1923.0,200.0,0,-1945.0,244.0,0,999999.0,999999.0,1,7529.0,200.0,0,-33241.0,539.0,0
-4,31,35,66,Br,999999.0,999999.0,1,-1385.0,448.0,0,-1574.0,500.0,0,999999.0,999999.0,1,16078.0,409.0,0,999999.0,999999.0,1
21,44,23,67,V,5776.0,781.0,0,999999.0,999999.0,1,-17238.0,922.0,0,31837.0,632.0,0,999999.0,999999.0,1,15325.0,671.0,0
19,43,24,67,Cr,7102.0,447.0,0,39058.0,806.0,0,-15835.0,640.0,0,26439.0,400.0,0,999999.0,999999.0,1,9409.0,400.0,0
17,42,25,67,Mn,8756.0,200.0,0,36048.0,539.0,0,-14265.0,395.0,0,21741.0,200.0,0,-34570.0,539.0,0,8416.0,200.0,0
15,41,26,67,Fe,10633.15,6.381,1,31976.0,200.0,0,-11955.032,72.7568,1,18034.2725,4.7879,1,-27857.0,300.0,0,2628.8074,14.485,1
13,40,27,67,Co,12279.2142,6.7714,1,28932.3814,7.4429,1,-10859.6387,7.4429,1,11997.7701,6.5046,1,-25860.3622,12.902,1,2613.1918,6.5929,1
11,39,28,67,Ni,14759.5278,2.9278,1,27102.7286,5.8711,1,-10531.9749,5.1816,1,4137.688,2.9847,1,-20963.8126,5.0137,1,-5555.7171,2.9596,1
9,38,29,67,Cu,16198.5124,1.0687,1,22712.2903,2.2657,1,-7892.9165,18.5925,1,-440.3975,1.328,1,-18199.9835,14.0009,1,-6491.6429,0.845,1
7,37,30,67,Zn,18110.9877,0.9285,1,17332.5218,0.7464,1,-4792.4005,0.7066,1,-5206.6581,4.2677,1,-9163.0539,1.5881,1,-12227.9655,0.8334,1
5,36,31,67,Ga,20364.3056,1.3953,1,14193.4209,1.3145,1,-3724.2037,1.1877,1,-10291.9238,1.2569,1,-7909.838,1.3172,1,-13343.4333,2.6735,1
3,35,32,67,Ge,22338.1308,4.8312,1,11339.6356,4.343,1,-2885.2049,4.5678,1,-16093.4239,67.2065,1,-1063.4604,4.273,1,-18719.9524,7.1374,1
1,34,33,67,As,25792.812,84.7671,1,8507.6878,0.9065,1,-2465.0484,1.3772,1,-24058.0,300.0,0,-152.4746,1.1786,1,-22998.0,200.0,0
-1,33,34,67,Se,29703.0,307.0,0,4680.0129,67.1025,1,-2083.989,76.7226,1,-31029.0,429.0,0,7737.7756,67.1105,1,-31082.0,405.0,0
-3,32,35,67,Br,32182.0,583.0,0,171.0,312.0,0,-1454.0,361.0,0,999999.0,999999.0,1,12206.0,300.0,0,999999.0,999999.0,1
-5,31,36,67,Kr,999999.0,999999.0,1,-2890.0,300.0,0,-1127.0,656.0,0,999999.0,999999.0,1,18820.0,469.0,0,999999.0,999999.0,1
20,44,24,68,Cr,6693.0,583.0,0,999999.0,999999.0,1,-16635.0,781.0,0,28207.0,536.0,0,999999.0,999999.0,1,9819.0,539.0,0
18,43,25,68,Mn,8312.0,300.0,0,37198.0,583.0,0,-15025.0,500.0,0,22722.0,300.0,0,-34465.0,671.0,0,8717.0,300.0,0
16,42,26,68,Fe,9972.0,193.0,0,33335.0,356.0,0,-12682.0,356.0,0,19567.0,193.0,0,-31916.0,444.0,0,3354.0,193.0,0
14,41,27,68,Co,11376.6856,14.4955,1,29470.1404,11.8252,1,-11078.4662,5.2363,1,13924.4524,4.171,1,-25351.0,200.0,0,4028.7795,4.8196,1
12,40,28,68,Ni,13600.1652,3.292,1,27973.9179,5.0679,1,-10919.1863,5.8359,1,6543.332,3.0808,1,-25044.3778,4.8447,1,-4215.587,3.1114,1
10,39,29,68,Cu,15451.39,1.7113,1,23736.444,14.0619,1,-8199.5171,20.0679,1,1519.0115,2.1339,1,-17534.2306,6.6349,1,-5757.9849,1.7543,1
8,38,30,68,Zn,17250.5619,0.3028,1,18578.8032,1.5995,1,-5333.0365,0.7579,1,-3028.3555,2.0314,1,-13553.4373,2.9907,1,-11199.3165,1.1359,1
6,37,31,68,Ga,19504.9619,1.4737,1,15405.7074,1.534,1,-4086.5521,1.4057,1,-8191.527,2.3352,1,-7055.472,1.4714,1,-12483.6544,4.4374,1
4,36,32,68,Ge,21514.3943,3.047,1,12657.5123,2.0184,1,-3399.6969,1.9837,1,-12789.35,1.9407,1,-6387.3938,2.0225,1,-18462.8847,1.9278,1
2,35,33,68,As,23012.0798,5.9744,1,9748.7409,2.1448,1,-2486.6167,2.3341,1,-20103.0,259.0,0,695.6575,2.1888,1,-20385.5514,67.093,1
0,34,34,68,Se,28672.0,200.0,0,7160.3502,2.4514,1,-2298.8618,3.7588,1,-28563.0,500.0,0,1195.2981,4.3475,1,-29731.0,300.0,0
-2,33,35,68,Br,31364.0,476.0,0,1344.0,259.0,0,-1684.0,329.0,0,999999.0,999999.0,1,10507.0,259.0,0,-31311.0,497.0,0
-4,32,36,68,Kr,999999.0,999999.0,1,-1456.0,539.0,0,-1192.0,707.0,0,999999.0,999999.0,1,13665.0,505.0,0,999999.0,999999.0,1
21,45,24,69,Cr,6503.0,640.0,0,999999.0,999999.0,1,-17265.0,860.0,0,29569.0,539.0,0,999999.0,999999.0,1,11219.0,583.0,0
19,44,25,69,Mn,7922.0,447.0,0,38194.0,721.0,0,-15674.0,640.0,0,25026.0,409.0,0,999999.0,999999.0,1,10466.0,444.0,0
17,43,26,69,Fe,9633.0,200.0,0,34507.0,447.0,0,-13314.0,283.0,0,20780.0,200.0,0,-30798.0,539.0,0,4372.0,200.0,0
15,42,27,69,Co,11206.3002,85.9393,1,31383.0,218.0,0,-11843.0192,85.7784,1,15350.7734,85.7088,1,-28754.0,312.0,0,5007.0568,85.7493,1
13,41,28,69,Ni,12378.6039,4.7139,1,28848.1824,5.3356,1,-11185.67,6.3257,1,8439.2504,3.8098,1,-23371.0,193.0,0,-2482.931,4.0485,1
11,40,29,69,Cu,14559.3036,1.6578,1,24992.3797,6.5929,1,-8975.9315,2.5079,1,3591.5987,1.8401,1,-21382.6014,4.1039,1,-3800.3846,1.5995,1
9,39,30,69,Zn,16680.1663,0.2505,1,19253.1603,2.995,1,-5717.0257,0.7868,1,-1317.2321,1.5259,1,-12243.055,3.0849,1,-9403.17,1.2106,1
7,38,31,69,Ga,18591.2998,1.6718,1,16586.2083,1.4859,1,-4489.0583,1.3579,1,-6215.6382,31.9852,1,-11049.7478,1.9853,1,-10420.3389,2.2259,1
5,37,32,69,Ge,20569.5923,4.5121,1,13798.2402,1.5063,1,-3613.5655,1.4661,1,-10665.9599,1.9889,1,-4382.4908,1.5175,1,-16277.4648,2.2679,1
3,36,33,69,As,22667.5854,32.0025,1,10810.9676,32.0208,1,-2879.6108,32.0092,1,-16852.7036,52.8035,1,-3315.0981,32.0309,1,-16994.0507,32.0033,1
1,35,34,69,Se,25997.0563,67.0841,1,8338.9384,4.569,1,-2381.4068,2.6279,1,-24294.0,300.0,0,3255.1135,2.3961,1,-25715.0,259.0,0
-1,34,35,69,Br,29872.0,303.0,0,4250.1878,42.0053,1,-1747.3374,94.6019,1,999999.0,999999.0,1,5346.0785,42.0435,1,-28704.0,502.0,0
-3,33,36,69,Kr,32731.0,520.0,0,138.0,307.0,0,-1546.0,424.0,0,999999.0,999999.0,1,14760.0,300.0,0,999999.0,999999.0,1
22,46,24,70,Cr,6093.0,781.0,0,999999.0,999999.0,1,999999.0,999999.0,1,31250.0,671.0,0,999999.0,999999.0,1,11648.0,721.0,0
20,45,25,70,Mn,7673.0,583.0,0,999999.0,999999.0,1,-16575.0,707.0,0,26075.0,500.0,0,999999.0,999999.0,1,10678.0,539.0,0
18,44,26,70,Fe,9136.0,356.0,0,35778.0,583.0,0,-14175.0,424.0,0,22324.0,300.0,0,-34549.0,583.0,0,5424.0,312.0,0
16,43,27,70,Co,11025.0089,11.6493,1,32183.0,300.0,0,-12199.487,15.6768,1,16451.4172,11.0447,1,-28454.0,400.0,0,5382.3745,11.606,1
14,42,28,70,Ni,11892.682,3.6716,1,29895.0,193.0,0,-11570.9376,4.6253,1,10350.8797,2.8763,1,-27304.0,200.0,0,-1548.9654,2.5589,1
12,41,29,70,Cu,13551.9738,1.9177,1,25911.7322,4.0075,1,-8992.7554,14.0142,1,5933.7695,1.6162,1,-19879.9041,85.7043,1,-2629.7924,1.3422,1
10,40,30,70,Zn,15700.2298,2.0428,1,20678.8678,3.5444,1,-5983.3706,2.3728,1,997.2882,2.0817,1,-16875.0632,4.1906,1,-8308.2465,1.5818,1
8,39,31,70,Ga,17966.7319,1.8569,1,17921.0493,1.9874,1,-5076.7769,1.3635,1,-4576.1768,1.8424,1,-10462.9003,1.8424,1,-9880.794,0.5755,1
6,38,32,70,Ge,19725.8735,2.0476,1,15132.824,1.0477,1,-4087.7235,1.0276,1,-8632.1366,1.7832,1,-9433.101,1.0599,1,-15521.1729,32.0098,1
4,37,33,70,As,21582.082,2.315,1,11825.861,1.9996,1,-3035.1605,1.7736,1,-12908.3463,14.9693,1,-2295.1247,1.8401,1,-15970.5771,2.0428,1
2,36,34,70,Se,23883.0869,1.6593,1,9529.0429,2.4552,1,-2747.7748,2.876,1,-20830.0,200.0,0,-2118.1966,2.06,1,-23741.7399,42.0328,1
0,35,35,70,Br,28777.0,259.0,0,7109.0417,15.0178,1,-1825.4591,15.9503,1,999999.0,999999.0,1,4397.5834,35.3,1,-27357.0,300.0,0
-2,34,36,70,Kr,31617.0,539.0,0,1489.0,200.0,0,-1865.0,283.0,0,999999.0,999999.0,1,8045.0,200.0,0,999999.0,999999.0,1
21,46,25,71,Mn,7402.0,640.0,0,999999.0,999999.0,1,-17301.0,781.0,0,27750.0,683.0,0,999999.0,999999.0,1,12199.0,583.0,0
19,45,26,71,Fe,8873.0,447.0,0,36878.0,640.0,0,-15085.0,565.0,0,23476.0,400.0,0,-33579.0,721.0,0,6524.0,400.0,0
17,44,27,71,Co,10127.1189,472.8604,1,33588.0,613.0,0,-13214.0,506.0,0,18341.2042,465.0324,1,-31209.0,683.0,0,6772.62,465.0349,1
15,43,28,71,Ni,11570.2158,4.3458,1,30785.0,200.0,0,-12122.7358,4.426,1,11922.5506,3.4708,1,-25805.0,300.0,0,-501.173,2.4846,1
13,42,29,71,Cu,13117.5496,2.0429,1,26903.6291,85.7104,1,-9814.2669,6.6133,1,7427.9922,1.6967,1,-23475.1422,11.0922,1,-1217.7045,2.4288,1
11,41,30,71,Zn,15053.516,2.7689,1,21928.0724,4.5745,1,-6011.0138,3.9219,1,2577.8707,2.7759,1,-15403.8889,3.4115,1,-6489.954,2.8809,1
9,40,31,71,Ga,16953.9431,1.4442,1,18980.8479,1.6155,1,-5244.489,1.1615,1,-2245.8698,4.0836,1,-14451.7171,1.3519,1,-7648.4085,0.1411,1
7,39,32,71,Ge,18948.6188,1.5474,1,16066.6927,1.0573,1,-4451.1966,1.0276,1,-6760.142,2.9109,1,-7630.8799,2.0798,1,-13644.0016,1.6175,1
5,38,33,71,As,20923.7115,32.269,1,13143.3793,4.3311,1,-3439.0167,4.244,1,-11390.8304,6.82,1,-6272.0778,4.3321,1,-14034.6753,4.454,1
3,37,34,71,Se,22854.4366,3.167,1,10623.7828,3.0895,1,-2897.7126,5.1444,1,-16819.3038,128.7989,1,126.5504,2.9123,1,-19792.2059,15.1636,1
1,36,35,71,Br,26385.5848,42.3489,1,7968.1872,32.4522,1,-2340.1101,5.4201,1,-24212.0,400.0,0,542.5758,5.5798,1,-23473.0,200.0,0
-1,35,36,71,Kr,30330.0,326.0,0,4470.4389,128.7772,1,-2171.8328,145.1875,1,999999.0,999999.0,1,8313.7176,128.7783,1,999999.0,999999.0,1
-3,34,37,71,Rb,999999.0,999999.0,1,609.0,402.0,0,-2186.0,500.0,0,999999.0,999999.0,1,11846.0,400.0,0,999999.0,999999.0,1
22,47,25,72,Mn,6862.0,781.0,0,999999.0,999999.0,1,999999.0,999999.0,1,29131.0,671.0,0,999999.0,999999.0,1,12689.0,721.0,0
20,46,26,72,Fe,8503.0,583.0,0,38188.0,781.0,0,-15985.0,707.0,0,24976.0,500.0,0,999999.0,999999.0,1,7049.0,683.0,0
18,45,27,72,Co,9918.0,300.0,0,34428.0,583.0,0,-13805.0,424.0,0,19483.0,300.0,0,-30969.0,583.0,0,7035.0,300.0,0
16,44,28,72,Ni,11154.8361,3.0964,1,31914.0,300.0,0,-12754.0,193.0,0,13919.4264,3.0974,1,-29585.0,400.0,0,413.7481,2.6879,1
14,43,29,72,Cu,12949.2619,1.767,1,27835.9851,11.0801,1,-10565.3316,4.1039,1,8805.2775,1.6192,1,-22702.0471,465.0321,1,-525.5383,2.9992,1
12,42,30,72,Zn,14723.3827,2.8754,1,23509.5685,3.0308,1,-7106.5881,3.6708,1,4440.4156,2.1438,1,-20028.2301,3.0973,1,-6077.686,2.2908,1
10,41,31,72,Ga,15820.7698,1.4512,1,20189.8454,1.3562,1,-5446.1568,1.7824,1,-358.4756,4.1644,1,-13166.1205,1.7002,1,-6752.9451,0.2106,1
8,40,32,72,Ge,18166.51,0.8233,1,17599.1043,1.9193,1,-5003.6716,0.7821,1,-4717.7213,1.9576,1,-12546.0951,2.6549,1,-12763.9714,4.1637,1
6,39,33,72,As,20038.4711,4.3156,1,13897.6002,4.2561,1,-3568.6697,4.3265,1,-9168.0578,4.2098,1,-5379.6526,4.1629,1,-13154.6115,4.9479,1
4,38,34,72,Se,22080.9253,2.5168,1,11884.0947,2.121,1,-3314.3058,2.7106,1,-13927.6067,8.2462,1,-5250.5031,2.1191,1,-19437.0804,5.7453,1
2,37,35,72,Br,23778.7596,14.9391,1,9305.7193,1.7327,1,-2592.1389,2.1111,1,-20732.0,500.0,0,1542.5353,4.2873,1,-20805.8575,128.7726,1
0,36,36,72,Kr,28983.0,200.0,0,6588.6246,8.1659,1,-2176.0492,8.0262,1,999999.0,999999.0,1,1916.9616,8.4843,1,-29722.0,400.0,0
-2,35,37,72,Rb,999999.0,999999.0,1,1482.0,500.0,0,-1964.0,563.0,0,999999.0,999999.0,1,10883.0,500.0,0,999999.0,999999.0,1
23,48,25,73,Mn,6223.0,781.0,0,999999.0,999999.0,1,999999.0,999999.0,1,31269.0,671.0,0,999999.0,999999.0,1,14478.0,781.0,0
21,47,26,73,Fe,8203.0,640.0,0,999999.0,999999.0,1,-16785.0,707.0,0,26118.0,500.0,0,999999.0,999999.0,1,8239.0,583.0,0
19,46,27,73,Co,9742.0,553.0,0,35928.0,583.0,0,-15035.0,500.0,0,21018.0,300.0,0,-34089.0,671.0,0,8185.0,300.0,0
17,45,28,73,Ni,10844.5597,3.296,1,32756.0,400.0,0,-13334.0,200.0,0,15485.2515,3.0565,1,-28147.0,500.0,0,1603.5291,2.7971,1
15,44,29,73,Cu,12418.9465,2.4479,1,29195.4567,465.034,1,-11026.9132,85.7195,1,10711.8987,2.5656,1,-25976.0,300.0,0,1086.7318,2.8915,1
13,43,30,73,Zn,14407.2607,3.2425,1,24765.1172,2.911,1,-8039.6706,4.1658,1,5704.1218,1.8639,1,-18656.3135,2.9111,1,-5076.4449,2.0347,1
11,42,31,73,Ga,15702.853,1.8625,1,21566.1512,2.2433,1,-6388.0384,2.1826,1,1253.413,4.2021,1,-17205.3083,2.1826,1,-5184.7514,1.6784,1
9,41,32,73,Ge,17533.5117,0.8168,1,18546.6884,2.6545,1,-5304.542,0.7968,1,-3070.1363,7.4237,1,-10441.0089,2.1432,1,-11139.0422,4.0828,1
7,40,33,73,As,19202.1358,5.6725,1,15391.572,3.9375,1,-4049.8527,4.0349,1,-7306.9699,7.7648,1,-9653.4437,3.939,1,-11155.8858,4.3212,1
5,39,34,73,Se,21223.5175,7.9323,1,12898.6814,7.4683,1,-3551.6379,7.5397,1,-11675.6382,9.9186,1,-2930.457,7.4237,1,-17236.9638,7.4941,1
3,38,35,73,Br,23285.9963,8.6387,1,10330.4719,7.9231,1,-2958.521,32.7018,1,-17634.1754,41.3475,1,-2704.9494,7.8815,1,-17776.5225,10.4699,1
1,37,36,73,Kr,26367.1831,128.9365,1,7983.1853,7.1468,1,-2541.9595,6.7445,1,-24602.0,401.0,0,4027.4598,6.8625,1,-26293.0,500.0,0
-1,36,37,73,Rb,29864.0,402.0,0,4087.1268,41.1504,1,-2177.0492,58.5527,1,999999.0,999999.0,1,5761.1682,40.8072,1,999999.0,999999.0,1
-3,35,38,73,Sr,999999.0,999999.0,1,201.0,421.0,0,-2235.0,500.0,0,999999.0,999999.0,1,14701.0,401.0,0,999999.0,999999.0,1
22,48,26,74,Fe,7552.0,707.0,0,999999.0,999999.0,1,-17444.0,781.0,0,28041.0,539.0,0,999999.0,999999.0,1,9239.0,583.0,0
20,47,27,74,Co,9383.0,500.0,0,36949.0,721.0,0,-15515.0,640.0,0,22466.0,400.0,0,-34129.0,721.0,0,8497.0,400.0,0
18,46,28,74,Ni,10617.0,200.0,0,34028.0,539.0,0,-14235.0,361.0,0,17056.0,200.0,0,-32000.0,539.0,0,2216.0,200.0,0
16,45,29,74,Cu,12365.8424,6.3046,1,30284.0,300.0,0,-11906.1651,12.5941,1,12043.4134,6.8382,1,-25326.0,300.0,0,1515.88,6.4239,1
14,44,30,74,Zn,13753.8618,3.3039,1,26108.5941,3.3659,1,-8967.7678,3.3047,1,7665.7307,2.5151,1,-22937.5321,3.4924,1,-4128.6948,3.0227,1
12,43,31,74,Ga,15603.9783,3.1038,1,22844.5618,3.304,1,-7498.1613,3.1834,1,2810.4378,3.4396,1,-16351.1522,3.5686,1,-4823.4116,2.9946,1
10,42,32,74,Ge,16979.1769,0.0747,1,19854.8984,2.1425,1,-6282.6188,1.9178,1,-1209.2404,0.0075,1,-15118.0113,1.863,1,-10541.0125,3.8531,1
8,41,33,74,As,18772.8917,4.4203,1,16849.7221,1.8805,1,-4374.8295,2.0758,1,-5571.9025,6.076,1,-8449.6914,2.3829,1,-10703.9857,7.6143,1
6,40,34,74,Se,20487.6578,1.9562,1,14205.2424,0.075,1,-4076.0901,0.82,1,-9881.3664,2.0135,1,-8204.6491,0.056,1,-16638.742,6.7413,1
4,39,35,74,Br,22369.047,5.9246,1,11636.2952,7.1221,1,-3379.1039,6.0003,1,-13372.1453,6.5738,1,-1624.3759,6.9927,1,-16807.7215,8.7931,1
2,38,36,74,Kr,24533.898,8.26,1,9041.5974,2.8072,1,-2826.8603,2.5616,1,-21504.0,100.0,0,-1393.419,7.6919,1,-24391.551,40.8439,1
0,37,37,74,Rb,29729.0,500.0,0,7432.2077,3.1958,1,-2915.3049,15.2082,1,999999.0,999999.0,1,4440.7995,7.3897,1,-28037.0,401.0,0
-2,36,38,74,Sr,999999.0,999999.0,1,1465.0,100.0,0,-2152.0,224.0,0,999999.0,999999.0,1,8435.0,100.0,0,999999.0,999999.0,1
23,49,26,75,Fe,6853.0,781.0,0,999999.0,999999.0,1,999999.0,999999.0,1,29540.0,632.0,0,999999.0,999999.0,1,10769.0,721.0,0
21,48,27,75,Co,8734.0,500.0,0,38438.0,721.0,0,-16366.0,640.0,0,23910.0,400.0,0,999999.0,999999.0,1,10069.0,447.0,0
19,47,28,75,Ni,10275.0,200.0,0,34829.0,539.0,0,-14736.0,447.0,0,18319.0,200.0,0,-30870.0,539.0,0,3695.0,200.0,0
17,46,29,75,Cu,11625.4106,2.0701,1,31079.0,300.0,0,-12525.2049,465.0305,1,13990.4198,0.9824,1,-28219.0,400.0,0,3215.1829,2.6155,1
15,45,30,75,Zn,13108.1415,2.7013,1,27028.699,3.1141,1,-9577.5964,2.9715,1,9298.0567,1.9568,1,-21148.0,200.0,0,-2580.6081,3.5764,1
13,44,31,75,Ga,14903.9318,1.8058,1,24051.1365,2.0544,1,-8174.4206,1.6343,1,4573.5638,1.1094,1,-19743.3976,6.1843,1,-3109.5063,0.6708,1
11,43,32,75,Ge,16702.0765,0.0747,1,20841.5043,1.8637,1,-6953.1026,2.6543,1,312.5162,0.0876,1,-13389.2236,2.5156,1,-9068.2271,1.6939,1
9,42,33,75,As,18224.0825,3.9531,1,17912.8016,1.8953,1,-5319.9921,1.1995,1,-3927.1833,4.3751,1,-12273.548,3.1217,1,-8892.3105,0.8837,1
7,41,34,75,Se,20084.7291,7.4241,1,15449.8988,0.0908,1,-4687.7481,0.8181,1,-7845.8574,8.1043,1,-6036.0092,0.0719,1,-14952.6458,5.8358,1
5,40,35,75,Br,21603.8691,7.9878,1,12732.2052,5.7625,1,-3638.6787,5.9742,1,-11888.3178,4.4444,1,-5535.9269,4.6073,1,-14846.4936,4.7344,1
3,39,36,75,Kr,23914.5098,10.4375,1,10674.1776,10.9903,1,-3602.0327,8.5723,1,-17704.9299,220.1524,1,600.6078,8.104,1,-20478.9337,8.6509,1
1,38,37,75,Rb,27349.7268,40.8114,1,8150.8573,6.8438,1,-3141.1912,5.5294,1,-25399.0,300.0,0,780.4885,5.9535,1,-24463.0,100.0,0
-1,37,38,75,Sr,30811.0,457.0,0,4644.886,220.1015,1,-2716.4067,254.9171,1,999999.0,999999.0,1,8424.1712,220.0124,1,999999.0,999999.0,1
-3,36,39,75,Y,999999.0,999999.0,1,386.0,303.0,0,-1955.0,500.0,0,999999.0,999999.0,1,12807.0,300.0,0,999999.0,999999.0,1
24,50,26,76,Fe,6073.0,781.0,0,999999.0,999999.0,1,999999.0,999999.0,1,31600.0,671.0,0,999999.0,999999.0,1,11899.0,721.0,0
22,49,27,76,Co,8262.0,640.0,0,999999.0,999999.0,1,-16915.0,781.0,0,25322.0,500.0,0,999999.0,999999.0,1,10509.0,539.0,0
20,48,28,76,Ni,9632.0,361.0,0,36108.0,583.0,0,-15365.0,583.0,0,20113.0,300.0,0,-34779.0,671.0,0,4209.0,300.0,0
18,47,29,76,Cu,11118.051,6.2153,1,32019.0,400.0,0,-13106.0,300.0,0,15315.0206,2.1587,1,-27710.0,400.0,0,3505.9706,2.1587,1
16,46,30,76,Zn,12688.9397,2.906,1,28181.0,200.0,0,-10501.8715,2.6688,1,10909.8743,1.4558,1,-25352.0,200.0,0,-1913.7028,1.6028,1
14,45,31,76,Ga,14389.6581,3.5764,1,24868.3775,6.4516,1,-8938.5575,2.4039,1,5994.7357,2.1476,1,-19115.3997,2.0837,1,-2510.9932,1.9568,1
12,44,32,76,Ge,15933.0833,0.0211,1,22034.12,2.5151,1,-7492.3194,2.1425,1,2039.0612,0.0075,1,-17942.9531,1.9562,1,-8250.0132,0.8839,1
10,43,33,76,As,17573.956,1.911,1,18819.6998,3.1225,1,-6128.0157,1.2062,1,-2002.3053,9.3639,1,-11119.7156,1.1115,1,-8193.2126,0.8842,1
8,42,34,76,Se,19181.3849,0.0211,1,16407.4505,0.0197,1,-5090.965,0.0772,1,-6238.2534,4.0133,1,-10683.9575,0.0538,1,-14216.2577,4.2849,1
6,41,35,76,Br,21143.5531,10.9976,1,14006.9566,9.4744,1,-4484.1859,10.1769,1,-9809.9896,9.3689,1,-4543.8464,9.3636,1,-14036.7647,12.352,1
4,40,36,76,Kr,22824.498,4.49,1,11378.4376,4.0133,1,-3570.433,4.4646,1,-14766.0604,34.6982,1,-4133.1879,4.0139,1,-19866.3222,4.1832,1
2,39,37,76,Rb,24705.7088,3.169,1,9768.8695,5.9102,1,-3842.2541,1.389,1,-22229.0,300.0,0,1338.9599,4.3863,1,-21931.7049,220.0052,1
0,38,38,76,Sr,29563.0,105.0,0,6493.7436,34.524,1,-2731.9792,35.384,1,999999.0,999999.0,1,2787.0151,35.4052,1,-30499.0,302.0,0
-2,37,39,76,Y,999999.0,999999.0,1,912.0,300.0,0,-2345.0,583.0,0,999999.0,999999.0,1,11680.0,300.0,0,999999.0,999999.0,1
23,50,27,77,Co,7492.0,721.0,0,999999.0,999999.0,1,-17634.0,848.0,0,26953.0,600.0,0,999999.0,999999.0,1,12209.0,671.0,0
21,49,28,77,Ni,9252.0,447.0,0,37228.0,721.0,0,-15785.0,640.0,0,21439.0,400.0,0,-34049.0,721.0,0,5560.0,400.0,0
19,48,29,77,Cu,10535.2447,1.4077,1,32880.0,400.0,0,-13318.0,300.0,0,17129.5245,2.7077,1,-30492.0,500.0,0,5368.8778,1.8936,1
17,47,30,77,Zn,12372.923,2.7782,1,29127.0,200.0,0,-11105.9596,3.1246,1,12423.6671,1.9735,1,-23888.0,300.0,0,-563.873,2.7782,1
15,46,31,77,Ga,13674.3494,2.513,1,26100.0752,2.526,1,-9429.8235,3.1043,1,7923.9818,2.9543,1,-22299.6961,2.5882,1,-850.7724,2.4219,1
13,45,32,77,Ge,15498.5333,0.0738,1,23231.8961,1.9569,1,-8044.3752,1.8637,1,3386.6269,0.0787,1,-16198.8172,1.4567,1,-6992.8044,0.8878,1
11,44,33,77,As,17024.7674,1.9081,1,20033.6372,1.82,1,-6641.9066,2.382,1,-681.5165,3.28,1,-14908.6573,2.5863,1,-6735.693,1.6918,1
9,43,34,77,Se,18572.644,0.0959,1,17320.4662,0.0808,1,-5726.8804,0.0843,1,-4430.0455,1.9571,1,-8675.5699,0.0608,1,-12381.7367,9.322,1
7,42,35,77,Br,20270.4342,5.1244,1,14778.5569,2.9461,1,-4706.9771,4.7693,1,-8404.3179,3.0984,1,-8232.4052,2.9469,1,-12292.4299,4.8994,1
5,41,36,77,Kr,21988.4559,8.3367,1,12577.9045,1.9575,1,-4366.9712,7.6771,1,-12366.0082,8.1558,1,-2206.4632,1.9562,1,-17761.6808,2.1693,1
3,40,37,77,Rb,23754.4342,1.7588,1,10301.4224,4.4789,1,-3609.6291,6.8663,1,-18392.0,203.0,0,-1830.3926,9.4126,1,-18654.1724,34.4899,1
