N-Z,N,Z,A,EL,Sn,D_Sn,is_from_experiment,Sp,D_Sp,is_from_experiment,Q4b,D_Q4b,is_from_experiment,Qda,D_Qda,is_from_experiment,Qpa,D_Qpa,is_from_experiment,Qna,D_Qna,is_from_experiment
5,38,33,71,As,11630.6016,4.3912,1,4620.1916,4.0839,1,-35603.0,400.0,0,9918.2243,4.3659,1,3949.5972,4.5663,1,4839.1997,4.3817,1
3,37,34,71,Se,9287.9332,3.212,1,6101.5126,3.1243,1,999999.0,999999.0,1,10676.4737,32.1212,1,612.0678,3.3491,1,9478.6863,3.366,1
1,36,35,71,Br,13148.1176,15.8527,1,1861.4979,5.6293,1,999999.0,999999.0,1,10643.0948,5.6038,1,2551.0776,5.4247,1,8038.5031,5.7087,1
-1,35,36,71,Kr,13298.0,238.0,0,2190.5551,129.6282,1,999999.0,999999.0,1,10643.0739,135.4459,1,-2672.0,289.0,0,13508.64,128.7695,1
-3,34,37,71,Rb,999999.0,999999.0,1,-1521.0,447.0,0,999999.0,999999.0,1,10561.0,500.0,0,-1800.0,640.0,0,12147.0,476.0,0
22,47,25,72,Mn,2621.0,781.0,0,999999.0,999999.0,1,48613.0,600.0,0,5181.0,848.0,0,3324.0,781.0,0,999999.0,999999.0,1
20,46,26,72,Fe,5391.0,640.0,0,19919.0,707.0,0,38896.0,500.0,0,1911.0,707.0,0,974.0,640.0,0,-13974.0,707.0,0
18,45,27,72,Co,4002.0,553.0,0,15659.0,500.0,0,28288.0,300.0,0,7301.0,424.0,0,3763.0,361.0,0,-9294.0,500.0,0
16,44,28,72,Ni,6891.1508,3.1616,1,17145.1091,465.0353,1,18359.8419,2.2356,1,3009.7021,11.2169,1,1023.4344,85.7266,1,-9381.0,200.0,0
14,43,29,72,Cu,5143.1899,2.0429,1,11665.7418,2.6374,1,8446.8019,4.3156,1,10141.669,2.5589,1,5059.7048,3.9793,1,-3751.1566,85.7088,1
12,42,30,72,Zn,8888.0266,3.4107,1,12723.3312,2.6098,1,-277.3058,2.9011,1,5541.693,2.4,1,2454.7815,2.5578,1,-2520.4365,4.298,1
10,41,31,72,Ga,6520.4752,0.1888,1,8548.4688,2.7769,1,-9526.5334,1.3112,1,11687.2712,2.0812,1,4693.6776,1.0623,1,2794.3393,1.6192,1
8,40,32,72,Ge,10750.5714,0.8184,1,9735.7546,0.8145,1,-18645.328,8.0112,1,7035.047,1.2033,1,1605.9647,1.1998,1,1478.3983,0.7983,1
6,39,33,72,As,8407.8695,5.8312,1,5612.1225,4.1637,1,-29900.0,500.0,0,13043.0351,4.1647,1,3734.9211,4.2905,1,6744.4136,4.2551,1
4,38,34,72,Se,12792.9921,3.4111,1,7263.9031,4.5997,1,999999.0,999999.0,1,7176.5915,2.4039,1,108.0478,32.0592,1,4878.8875,2.3585,1
2,37,35,72,Br,10630.642,5.4983,1,3204.2067,2.9764,1,999999.0,999999.0,1,13578.9562,1.8861,1,2237.019,1.8084,1,9696.8332,32.0158,1
0,36,36,72,Kr,15684.6892,129.0175,1,4727.1267,9.6621,1,999999.0,999999.0,1,8195.8518,16.9204,1,-2817.0491,42.76,1,8140.5343,8.1483,1
-2,35,37,72,Rb,14111.0,640.0,0,-708.0,517.0,0,999999.0,999999.0,1,13481.0,539.0,0,-1326.0,583.0,0,13576.0,502.0,0
23,48,25,73,Mn,3602.0,848.0,0,999999.0,999999.0,1,52287.0,600.0,0,999999.0,999999.0,1,3804.0,848.0,0,999999.0,999999.0,1
21,47,26,73,Fe,2811.0,707.0,0,20109.0,781.0,0,41604.0,500.0,0,3341.0,707.0,0,1324.0,707.0,0,-12703.0,781.0,0
19,46,27,73,Co,5741.0,424.0,0,16009.0,583.0,0,31730.0,300.0,0,4671.0,500.0,0,3784.0,424.0,0,-11873.0,583.0,0
17,45,28,73,Ni,3953.409,3.296,1,17097.0,300.0,0,21189.3732,2.4224,1,4972.5781,465.0363,1,1280.8594,11.2555,1,-7572.0,300.0,0
15,44,29,73,Cu,7275.7566,2.3923,1,12050.3476,2.9607,1,11965.3117,4.3139,1,7129.5978,2.9607,1,5090.4787,2.891,1,-6816.0793,11.1619,1
13,43,30,73,Zn,5519.2341,2.8391,1,13099.3754,2.3287,1,2633.9855,7.6539,1,7828.5308,2.3858,1,2247.0251,2.1542,1,-733.1402,2.8401,1
11,42,31,73,Ga,9182.3777,1.8657,1,8842.82,2.7205,1,-6053.5569,6.9467,1,8340.2496,3.1391,1,4729.4597,2.5474,1,-1076.5607,1.9953,1
9,41,32,73,Ge,6782.9403,0.05,1,9998.2196,0.8202,1,-14745.7745,6.578,1,9552.4013,0.813,1,2476.6729,1.2022,1,3913.6178,1.9186,1
7,40,33,73,As,10794.2664,5.6132,1,5655.8174,3.8525,1,-24941.1454,40.9758,1,9664.7073,3.9383,1,4473.3349,3.9394,1,3603.7958,4.0359,1
5,39,34,73,Se,8430.5254,7.6771,1,7286.559,8.4722,1,-36277.0,401.0,0,10376.6677,8.5113,1,970.6324,7.5541,1,7981.0423,7.4688,1
3,38,35,73,Br,12655.3542,6.8187,1,3066.5688,7.0194,1,999999.0,999999.0,1,10211.5352,7.2976,1,3148.1682,6.9248,1,6334.5889,6.8846,1
1,37,36,73,Kr,10682.4939,10.3654,1,4778.9786,6.6571,1,999999.0,999999.0,1,10661.4756,8.5117,1,-262.0758,16.2909,1,11024.5439,6.7657,1
-1,36,37,73,Rb,15753.0,502.0,0,-639.9999,40.0,1,999999.0,999999.0,1,11026.4069,135.076,1,-47.0,204.0,0,11060.418,43.4316,1
-3,35,38,73,Sr,999999.0,999999.0,1,909.0,641.0,0,999999.0,999999.0,1,11051.0,566.0,0,999999.0,999999.0,1,14796.0,448.0,0
22,48,26,74,Fe,4741.0,707.0,0,21248.0,781.0,0,45097.0,500.0,0,1221.0,781.0,0,824.0,707.0,0,999999.0,999999.0,1
20,47,27,74,Co,3642.0,500.0,0,16840.0,640.0,0,34509.0,400.0,0,6420.0,640.0,0,3254.0,565.0,0,-11274.0,640.0,0
18,46,28,74,Ni,6664.0,200.0,0,18020.0,361.0,0,24722.0,200.0,0,2311.0,361.0,0,534.0,506.0,0,-11124.0,447.0,0
16,45,29,74,Cu,5090.0858,6.4473,1,13187.0245,6.6081,1,14853.8512,6.3768,1,8930.6627,6.5422,1,4264.0782,6.5421,1,-5989.8801,465.0706,1
14,44,30,74,Zn,8234.6277,3.1299,1,14058.2465,3.1775,1,6456.4902,2.5151,1,4737.0931,2.8771,1,1818.4694,2.9235,1,-4704.0825,3.3658,1
12,43,31,74,Ga,6421.6005,3.4315,1,9745.1864,3.5263,1,-2761.4647,6.5586,1,10806.6757,3.6816,1,4143.2153,4.0009,1,307.9107,3.3445,1
10,42,32,74,Ge,10196.2366,0.0555,1,11012.0785,1.6767,1,-11090.6069,2.0135,1,5876.64,0.8183,1,1580.7309,0.8111,1,-447.2626,2.6539,1
8,41,33,74,As,7978.6253,4.2087,1,6851.5024,1.694,1,-18944.0478,3.4684,1,12436.6534,1.6948,1,3910.6482,1.8791,1,4925.4651,1.8774,1
6,40,34,74,Se,12057.1324,7.4237,1,8549.425,3.8531,1,-31386.0,100.0,0,6727.4048,4.0832,1,544.1015,4.163,1,3339.8485,0.815,1
4,39,35,74,Br,9713.6928,8.9159,1,4349.7363,9.4426,1,999999.0,999999.0,1,13290.8345,6.1545,1,2722.4087,6.47,1,8251.4977,7.1681,1
2,38,36,74,Kr,13851.4042,6.879,1,5975.0285,7.0356,1,999999.0,999999.0,1,7440.7134,2.2592,1,-965.3624,5.7651,1,6461.0729,3.4443,1
0,37,37,74,Rb,13975.7229,40.9064,1,2653.2291,7.2409,1,999999.0,999999.0,1,12735.3732,8.5637,1,-724.7498,128.8041,1,10232.8126,6.1923,1
-2,36,38,74,Sr,16948.0,413.0,0,2105.0,108.0,0,999999.0,999999.0,1,8213.0,510.0,0,-3673.0,412.0,0,11146.0,163.0,0
23,49,26,75,Fe,2112.0,781.0,0,999999.0,999999.0,1,47859.0,600.0,0,2711.0,848.0,0,1334.0,848.0,0,999999.0,999999.0,1
21,48,27,75,Co,5091.0,565.0,0,17190.0,640.0,0,37900.0,400.0,0,4140.0,640.0,0,3553.0,640.0,0,-13745.0,721.0,0
19,47,28,75,Ni,3611.0,283.0,0,17989.0,447.0,0,27617.0,200.0,0,4440.0,361.0,0,924.0,361.0,0,-9344.0,539.0,0
17,46,29,75,Cu,6535.3248,6.1896,1,13059.0,200.0,0,18563.9836,1.1385,1,6348.7469,2.527,1,4619.9041,2.349,1,-8524.0,300.0,0
15,45,30,75,Zn,4873.5139,3.1862,1,13841.6746,6.4516,1,9610.573,1.9575,1,7139.3358,2.7563,1,2088.1454,2.4039,1,-2686.4456,2.9715,1
13,44,31,75,Ga,8482.3312,3.0682,1,9992.89,2.6029,1,646.3805,4.337,1,7843.5785,1.98,1,4548.9107,2.245,1,-3031.2306,1.5499,1
11,43,32,75,Ge,6505.84,0.05,1,11096.3179,2.9945,1,-7533.3412,8.1042,1,8553.1777,1.6775,1,1595.3662,0.8198,1,1934.924,2.1431,1
9,42,33,75,As,10245.4572,1.9099,1,6900.7231,0.8837,1,-15815.5011,1.4744,1,8974.1365,0.8854,1,4415.7624,0.8869,1,1200.4831,1.2044,1
7,41,34,75,Se,8027.5966,0.0715,1,8598.3963,1.6946,1,-25550.7873,220.0032,1,9494.0745,3.8538,1,924.3744,4.0838,1,6062.8233,0.1037,1
5,40,35,75,Br,11890.1764,7.2396,1,4182.7802,4.2849,1,-37287.0,300.0,0,9831.1835,8.5716,1,3625.2244,4.7103,1,4769.1908,5.9188,1
3,39,36,75,Kr,10063.1057,8.3504,1,6324.4414,9.9863,1,999999.0,999999.0,1,10032.962,10.5413,1,-397.826,8.1685,1,9190.9594,8.3367,1
1,38,37,75,Rb,13374.0038,3.249,1,2175.8288,2.3338,1,999999.0,999999.0,1,10043.8632,6.6828,1,1585.9355,8.0973,1,7489.4508,1.5629,1
-1,37,38,75,Sr,13863.0,242.0,0,1991.6568,220.024,1,999999.0,999999.0,1,10103.7164,223.7534,1,-3425.0,546.0,0,12968.2825,220.149,1
-3,36,39,75,Y,999999.0,999999.0,1,-1719.0,316.0,0,999999.0,999999.0,1,10841.0,500.0,0,999999.0,999999.0,1,12157.0,583.0,0
24,50,26,76,Fe,3962.0,848.0,0,999999.0,999999.0,1,51713.0,600.0,0,999999.0,999999.0,1,974.0,848.0,0,999999.0,999999.0,1
22,49,27,76,Co,3171.0,640.0,0,18249.0,781.0,0,40637.0,500.0,0,5711.0,707.0,0,3194.0,707.0,0,-13313.0,781.0,0
20,48,28,76,Ni,6021.0,361.0,0,18919.0,500.0,0,31023.0,300.0,0,2061.0,500.0,0,643.0,424.0,0,-12554.0,583.0,0
18,47,29,76,Cu,4582.7262,1.1613,1,14030.0,200.0,0,21309.7562,1.2723,1,8430.0,200.0,0,3990.5869,2.5894,1,-7366.0,300.0,0
16,46,30,76,Zn,7815.4258,2.4384,1,15121.7756,1.6231,1,12948.9354,1.4558,1,4413.9958,6.3179,1,1548.4761,2.427,1,-6548.4625,2.8268,1
14,45,31,76,Ga,5907.3269,2.0679,1,11026.703,2.7664,1,3992.4303,9.5249,1,10170.8793,3.1862,1,4160.8179,2.7013,1,-1662.801,2.7563,1
12,44,32,76,Ge,9427.2434,0.0543,1,12041.23,0.6709,1,-4199.1922,4.0133,1,5547.5349,2.9941,1,1350.5006,1.6768,1,-1973.0853,1.8631,1
10,43,33,76,As,7328.4988,0.0671,1,7723.3819,0.8877,1,-11812.295,1.2903,1,11841.8743,0.8862,1,3870.204,0.888,1,3054.3621,1.8965,1
8,42,34,76,Se,11153.7883,0.0746,1,9506.7274,0.8839,1,-21004.3138,34.4653,1,6318.9115,1.6932,1,564.8524,3.8531,1,1691.9753,0.0589,1
6,41,35,76,Br,9253.3767,10.2595,1,5408.5603,9.3221,1,-32039.0,300.0,0,12634.9392,9.3218,1,2802.373,11.9167,1,6310.0804,10.0868,1
4,40,36,76,Kr,12761.3923,9.0433,1,7195.6574,5.8708,1,999999.0,999999.0,1,6985.2624,7.0822,1,-503.8641,7.8455,1,4860.0924,8.4391,1
2,39,37,76,Rb,11331.7049,1.5074,1,3444.4281,8.1581,1,999999.0,999999.0,1,12563.5624,2.2211,1,936.7245,6.6443,1,8813.1001,6.8062,1
0,38,38,76,Sr,15700.2618,222.6864,1,4317.9148,34.4855,1,999999.0,999999.0,1,8379.1775,34.598,1,-3371.9792,53.4044,1,7950.5146,35.0874,1
-2,37,39,76,Y,14501.0,424.0,0,-1080.0,372.0,0,999999.0,999999.0,1,13288.0,316.0,0,-1436.0,500.0,0,13408.0,303.0,0
23,50,27,77,Co,4321.0,781.0,0,18608.0,848.0,0,44083.0,600.0,0,3501.0,848.0,0,3614.0,781.0,0,999999.0,999999.0,1
21,49,28,77,Ni,3231.0,500.0,0,18979.0,640.0,0,33863.0,400.0,0,3921.0,565.0,0,1054.0,565.0,0,-11044.0,640.0,0
19,48,29,77,Cu,5952.5186,1.5165,1,13962.0,300.0,0,25053.5063,2.0806,1,6088.0,200.0,0,4702.0,200.0,0,-9676.0,400.0,0
17,47,30,77,Zn,4557.4972,2.4511,1,15096.5466,2.1738,1,15810.294,1.9738,1,6391.8234,2.0993,1,2081.0648,6.4566,1,-4442.0,200.0,0
15,46,31,77,Ga,7767.0225,3.1132,1,10978.2997,2.8257,1,7242.4653,3.7102,1,7277.3707,3.1132,1,4628.423,3.4916,1,-4339.7377,6.6077,1
13,45,32,77,Ge,6071.29,0.05,1,12205.1931,1.9569,1,-1043.4186,1.9569,1,7958.5762,0.6728,1,1700.8112,2.9945,1,190.2524,2.5156,1
11,44,33,77,As,9696.2686,1.9093,1,7992.4072,1.6918,1,-9085.8344,2.1361,1,8651.4456,1.6926,1,4370.1719,1.6919,1,-220.306,3.439,1
9,43,34,77,Se,7418.8557,0.0603,1,9597.0844,0.8879,1,-16796.0537,7.9179,1,9145.513,0.8853,1,1124.6221,1.6943,1,4469.3562,0.0634,1
7,42,35,77,Br,11017.0575,9.7363,1,5271.8295,2.8106,1,-26796.0,203.0,0,9645.4784,2.8116,1,3842.4479,2.8107,1,3271.6483,3.2812,1
5,41,36,77,Kr,9227.0636,4.4646,1,7169.3442,9.5249,1,-38569.0,400.0,0,9648.3752,4.7103,1,-17.2349,6.1545,1,7690.1612,1.9562,1
3,40,37,77,Rb,12422.7292,1.6063,1,3105.765,4.2198,1,999999.0,999999.0,1,10203.9388,8.2083,1,2365.3994,2.3989,1,6104.0637,5.9793,1
1,39,38,77,Sr,11627.1158,35.3631,1,4613.3256,7.973,1,999999.0,999999.0,1,10126.0656,8.0052,1,-1023.372,8.4766,1,10174.803,8.1697,1
-1,38,39,77,Y,16260.0,362.0,0,-520.0,200.0,0,999999.0,999999.0,1,10891.0,299.0,0,-747.0,226.0,0,11124.0,203.0,0
-3,37,40,77,Zr,999999.0,999999.0,1,639.0,500.0,0,999999.0,999999.0,1,10931.0,500.0,0,999999.0,999999.0,1,14874.0,412.0,0
24,51,27,78,Co,1482.0,922.0,0,999999.0,999999.0,1,48384.0,700.0,0,5981.0,922.0,0,4244.0,922.0,0,999999.0,999999.0,1
22,50,28,78,Ni,5601.0,565.0,0,20259.0,721.0,0,36982.0,400.0,0,1491.0,640.0,0,545.0,565.0,0,-14533.0,721.0,0
20,49,29,78,Cu,3997.9642,13.3866,1,14728.0,400.0,0,28027.4955,16.5339,1,8111.0,300.0,0,4315.0,201.0,0,-8583.0,400.0,0
18,48,30,78,Zn,6765.3572,2.7686,1,15909.3852,2.29,1,19542.7095,1.9518,1,4209.1924,2.1473,1,1851.0325,2.0719,1,-7596.0,200.0,0
16,47,31,78,Ga,5783.0509,2.6399,1,12203.8534,2.2349,1,9748.0827,3.7305,1,9309.7456,1.7948,1,3718.8859,2.2204,1,-3587.4638,1.2724,1
14,46,32,78,Ge,8720.5063,3.5359,1,13158.6768,4.2855,1,2316.2251,3.5488,1,5145.3968,4.0406,1,1462.6361,3.5986,1,-3656.7399,4.0406,1
12,45,33,78,As,6971.9534,9.8926,1,8893.0706,9.7794,1,-5881.5423,10.3012,1,11106.7355,9.7792,1,3904.0584,9.7794,1,1290.0717,9.8022,1
10,44,34,78,Se,10497.7727,0.1684,1,10398.5884,1.6962,1,-13852.0021,7.4541,1,5976.2391,0.8989,1,872.3066,0.8964,1,477.4235,0.1859,1
8,43,35,78,Br,8288.6683,4.5503,1,6141.6421,3.579,1,-21279.0,298.0,0,12510.5983,3.5795,1,3581.3763,3.5802,1,5228.4371,3.6857,1
6,42,36,78,Kr,12080.1499,1.9801,1,8232.4366,2.8261,1,-33329.0,400.0,0,6821.6021,9.3269,1,-207.2084,4.2959,1,3637.608,0.3154,1
4,41,37,78,Rb,10176.2455,3.4902,1,4054.9469,3.7825,1,999999.0,999999.0,1,12789.0857,5.1563,1,2252.2596,8.7267,1,7817.9945,5.3704,1
2,40,38,78,Sr,13441.8243,10.873,1,5632.4206,7.5652,1,999999.0,999999.0,1,8015.9463,7.5107,1,-1091.1924,7.5448,1,6796.0844,11.0094,1
0,39,39,78,Y,13806.0,361.0,0,1659.0,298.0,0,999999.0,999999.0,1,12785.0,300.0,0,-690.0,370.0,0,10692.0,298.0,0
-2,38,40,78,Zr,17321.0,565.0,0,1700.0,448.0,0,999999.0,999999.0,1,8111.0,500.0,0,-4166.0,500.0,0,11415.0,456.0,0
23,51,28,79,Ni,1352.0,640.0,0,20129.0,860.0,0,41367.0,502.0,0,4460.0,781.0,0,2364.0,707.0,0,-11923.0,781.0,0
21,50,29,79,Cu,5689.8828,105.8225,1,14817.0,413.0,0,31228.042,105.1144,1,5653.0,413.0,0,4646.0,318.0,0,-11102.0,511.0,0
19,49,30,79,Zn,4020.3778,2.952,1,15931.7987,13.5161,1,22485.164,2.2361,1,6141.3332,2.5332,1,2413.3809,2.405,1,-5596.0,300.0,0
17,48,31,79,Ga,6915.5881,1.6003,1,12354.0843,2.2865,1,13519.7121,1.5688,1,6951.6547,2.3125,1,4618.7237,1.89,1,-5920.3257,1.5141,1
15,47,32,79,Ge,5736.4394,37.3287,1,13112.0653,37.1758,1,4915.1101,37.3203,1,7175.9799,37.2398,1,1633.5236,37.2124,1,-1577.7535,37.1894,1
13,46,33,79,As,8890.4294,11.0544,1,9062.9938,6.3919,1,-2833.3027,5.6412,1,8287.5961,5.3253,1,4440.8724,5.3251,1,-1693.0307,5.673,1
11,45,34,79,Se,6962.8323,0.1327,1,10389.4673,9.781,1,-10437.8016,7.4247,1,8709.6755,1.7013,1,1237.973,0.9086,1,2941.8345,0.2222,1
9,44,35,79,Br,10687.2175,3.715,1,6331.0869,1.01,1,-18265.1324,80.1147,1,9242.2365,1.0021,1,4047.9471,1.0012,1,1869.7184,1.3363,1
7,43,36,79,Kr,8335.3244,3.492,1,8279.0927,4.9912,1,-27672.0,300.0,0,9503.3351,4.4734,1,710.8439,9.9504,1,6456.0718,3.4804,1
5,42,37,79,Rb,11938.669,3.7756,1,3913.466,1.9662,1,-39152.0,500.0,0,10077.4803,2.7569,1,3074.9829,4.4592,1,5132.7023,9.5221,1
3,41,38,79,Sr,10377.0328,10.5171,1,5833.2079,8.0968,1,999999.0,999999.0,1,10061.6427,7.5351,1,-136.5203,7.4804,1,9180.4439,8.4371,1
1,40,39,79,Y,13701.0,309.0,0,1917.9567,80.4543,1,999999.0,999999.0,1,10711.3152,80.4988,1,1308.7657,87.2079,1,8322.5558,80.114,1
-1,39,40,79,Zr,13992.0,500.0,0,1886.0,423.0,0,999999.0,999999.0,1,10379.0,362.0,0,-3656.0,424.0,0,13124.0,302.0,0
-3,38,41,79,Nb,999999.0,999999.0,1,-1910.0,640.0,0,999999.0,999999.0,1,10661.0,640.0,0,999999.0,999999.0,1,12246.0,583.0,0
24,52,28,80,Ni,3151.0,781.0,0,999999.0,999999.0,1,46295.0,600.0,0,2791.0,922.0,0,3534.0,848.0,0,999999.0,999999.0,1
22,51,29,80,Cu,2343.0,318.0,0,15808.0,583.0,0,35535.0,300.0,0,8911.0,500.0,0,5535.0,500.0,0,-9123.0,671.0,0
20,50,30,80,Zn,6287.6355,3.41,1,16529.5514,105.0112,1,26110.868,2.7528,1,3851.6619,13.58,1,2078.264,2.8544,1,-8652.0,400.0,0
18,49,31,80,Ga,4746.6373,3.1307,1,13080.3438,3.6445,1,16665.3504,3.0569,1,8970.3746,3.4808,1,4429.5836,3.4989,1,-4714.4444,3.1346,1
16,48,32,80,Ge,8079.4528,37.2175,1,14275.93,2.3796,1,8358.1407,2.1686,1,4879.5781,2.3064,1,1321.0934,3.1758,1,-5099.7091,2.8467,1
14,47,33,80,As,6649.8383,6.2691,1,9976.3926,37.3098,1,-39.1247,3.8187,1,10358.2641,4.8592,1,3862.3241,3.3338,1,-575.8465,4.1203,1
12,46,34,80,Se,9913.3395,0.9653,1,11412.3774,5.2406,1,-7448.0198,3.591,1,5768.2894,9.7333,1,1020.9022,1.7684,1,-900.215,0.9482,1
10,45,35,80,Br,7892.2756,0.1337,1,7260.5302,1.0105,1,-14740.8625,6.3206,1,11847.7336,1.0017,1,3574.5272,0.9939,1,3673.7114,1.7941,1
8,44,36,80,Kr,11522.4833,3.5257,1,9114.3586,1.1486,1,-23134.0,300.0,0,6269.5201,3.646,1,205.418,2.8952,1,2352.4442,0.6973,1
6,43,37,80,Rb,9444.0163,2.6916,1,5022.1579,3.9477,1,-33755.0,400.0,0,12713.6139,1.8881,1,2858.0302,2.7013,1,6705.7435,3.372,1
4,42,38,80,Sr,12903.1213,8.19,1,6797.6603,3.9715,1,999999.0,999999.0,1,7334.7669,4.7413,1,-616.9124,3.7013,1,5504.3862,3.9781,1
2,41,39,80,Y,11416.5454,80.3513,1,2957.4693,9.6975,1,999999.0,999999.0,1,12736.594,9.7209,1,1519.336,10.0824,1,9328.7396,6.3769,1
0,40,40,80,Zr,16061.0,424.0,0,4246.0,310.0,0,999999.0,999999.0,1,8124.0,423.0,0,-3457.0,362.0,0,8690.0,300.0,0
-2,39,41,80,Nb,14841.0,640.0,0,-1061.0,500.0,0,999999.0,999999.0,1,13140.0,565.0,0,-1956.0,565.0,0,13665.0,448.0,0
25,53,28,81,Ni,921.0,922.0,0,999999.0,999999.0,1,50202.0,700.0,0,999999.0,999999.0,1,4095.0,989.0,0,999999.0,999999.0,1
23,52,29,81,Cu,3302.0,424.0,0,15959.0,671.0,0,40623.0,300.0,0,6961.0,583.0,0,7834.0,500.0,0,-10944.0,761.0,0
21,51,30,81,Zn,2622.3681,5.6553,1,16809.0,300.0,0,30189.3499,5.1241,1,6919.1767,105.0998,1,3453.8601,14.2491,1,-5673.0,400.0,0
19,50,31,81,Ga,6475.6051,4.3552,1,13268.3135,4.1624,1,20349.0891,3.4069,1,6515.1472,3.9463,1,4719.3356,3.7956,1,-7192.0853,13.7254,1
17,49,32,81,Ge,4827.6989,2.8981,1,14356.9916,3.5409,1,11404.504,2.3181,1,6967.4673,2.3796,1,2276.4454,2.3065,1,-3162.0509,2.8244,1
15,48,33,81,As,8390.0309,4.2539,1,10286.9708,3.3435,1,2923.3897,5.5714,1,7704.6726,37.2546,1,4192.7994,4.4148,1,-3182.8265,2.8444,1
13,47,34,81,Se,6700.8499,0.3486,1,11463.389,3.4472,1,-4860.8849,3.2773,1,7957.8689,5.2522,1,1292.0058,9.7395,1,1119.4414,3.6682,1
11,46,35,81,Br,10159.3438,1.3901,1,7506.5346,1.3576,1,-12264.1321,5.4929,1,8651.2221,1.0029,1,3912.956,0.9941,1,486.3211,9.8275,1
9,45,36,81,Kr,7874.0622,1.2514,1,9096.1452,1.4583,1,-20171.7807,92.2242,1,9082.6754,1.4639,1,620.0241,3.7371,1,4976.1547,1.0884,1
7,44,37,81,Rb,11352.5453,5.2462,1,4852.2198,4.9298,1,-29096.0,400.0,0,9696.393,6.0105,1,3585.6348,4.9138,1,3641.8665,6.0716,1
5,43,38,81,Sr,9287.9848,4.6673,1,6641.6288,3.6409,1,-40068.0,500.0,0,9985.4511,3.6823,1,271.3483,4.5018,1,8296.5513,3.1432,1
3,42,39,81,Y,12636.0742,8.2562,1,2690.4222,6.4199,1,999999.0,999999.0,1,10477.5526,9.1811,1,2325.086,9.2058,1,6868.9109,6.3006,1
1,41,40,81,Zr,10836.0,314.0,0,3665.2269,92.4289,1,999999.0,999999.0,1,10989.3238,122.1537,1,-487.0,312.0,0,11295.9333,92.5185,1
-1,40,41,81,Nb,16011.0,565.0,0,-1110.0,500.0,0,999999.0,999999.0,1,11121.0,500.0,0,-647.0,565.0,0,11459.0,499.0,0
-3,39,42,81,Mo,999999.0,999999.0,1,329.0,640.0,0,999999.0,999999.0,1,10901.0,707.0,0,999999.0,999999.0,1,15036.0,640.0,0
26,54,28,82,Ni,2701.0,1063.0,0,999999.0,999999.0,1,54695.0,800.0,0,999999.0,999999.0,1,999999.0,999999.0,1,999999.0,999999.0,1
24,53,29,82,Cu,1891.0,500.0,0,16929.0,806.0,0,44376.0,400.0,0,8221.0,721.0,0,7294.0,640.0,0,999999.0,999999.0,1
22,52,30,82,Zn,4185.6091,5.895,1,17693.0,300.0,0,35279.9348,3.109,1,5076.0,300.0,0,4958.1339,105.0244,1,-8508.0,500.0,0
20,51,31,82,Ga,3374.0819,4.0614,1,14020.0273,5.5847,1,24567.9512,2.6136,1,9428.7008,3.5444,1,5365.6316,3.2878,1,-4876.2843,105.0074,1
18,50,32,82,Ge,7194.6981,3.0327,1,15076.0846,3.9531,1,15176.72,2.2405,1,4519.4064,3.6519,1,1997.3354,2.5419,1,-6336.3712,3.1531,1
16,49,33,82,As,5643.4314,4.5676,1,11102.7033,4.2524,1,6082.3853,4.7914,1,10140.6939,4.2524,1,4285.8074,37.3474,1,-1910.6698,3.9174,1
14,48,34,82,Se,9276.1941,0.9619,1,12349.5521,2.6632,1,-1583.8327,6.0099,1,5331.5131,3.3623,1,906.2411,5.322,1,-2420.3133,37.1634,1
12,47,35,82,Br,7592.9439,0.12,1,8398.6286,1.3741,1,-9434.5792,5.5837,1,10971.6176,1.3529,1,3282.8444,0.9965,1,1783.8065,5.412,1
10,46,36,82,Kr,10966.9141,1.0737,1,9903.7154,0.9779,1,-16977.7319,1.5835,1,6008.0369,0.9928,1,340.3275,1.0011,1,972.0729,0.2226,1
8,45,37,82,Rb,8802.4271,5.7537,1,5780.5847,3.1946,1,-24378.0,300.0,0,12416.4493,3.0879,1,3118.5322,4.6006,1,5526.6569,3.1709,1
6,44,38,82,Sr,12553.2462,6.7592,1,7842.3297,7.743,1,-35640.0,400.0,0,6876.2211,6.2747,1,-343.229,6.2988,1,4078.6295,6.9293,1
4,43,39,82,Y,10422.4969,7.7069,1,3824.9343,6.3261,1,999999.0,999999.0,1,12958.1771,6.4987,1,2279.622,9.2364,1,8385.083,5.8317,1
2,42,40,82,Zr,14160.963,92.2315,1,5190.1157,5.6324,1,999999.0,999999.0,1,8244.9062,6.4399,1,-947.073,80.1241,1,7512.0031,7.5884,1
0,41,41,82,Nb,13521.0,500.0,0,1574.0,314.0,0,999999.0,999999.0,1,13661.0,424.0,0,-175.0,424.0,0,11640.0,310.0,0
-2,40,42,82,Mo,16981.0,640.0,0,1299.0,565.0,0,999999.0,999999.0,1,8761.0,565.0,0,-3856.0,640.0,0,12047.0,500.0,0
25,54,29,83,Cu,2732.0,640.0,0,16960.0,944.0,0,49279.0,500.0,0,6410.0,860.0,0,7713.0,781.0,0,999999.0,999999.0,1
23,53,30,83,Zn,2047.0,300.0,0,17849.0,500.0,0,39050.0,300.0,0,6331.0,424.0,0,5253.0,424.0,0,-7404.0,671.0,0
21,52,31,83,Ga,4397.7212,3.5592,1,14232.1394,4.0341,1,29756.5925,4.607,1,7653.3476,5.668,1,7255.5458,3.6742,1,-6931.0,300.0,0
