N-Z,N,Z,A,EL,Sn,D_Sn,is_from_experiment,Sp,D_Sp,is_from_experiment,Q4b,D_Q4b,is_from_experiment,Qda,D_Qda,is_from_experiment,Qpa,D_Qpa,is_from_experiment,Qna,D_Qna,is_from_experiment
48,131,83,214,Bi,4040.4272,12.2481,1,5286.1532,13.1517,1,-242.4527,14.0093,1,17058.9567,11.2813,1,14156.2874,11.3849,1,10523.6215,43.39,1
46,130,84,214,Po,5887.7716,2.8269,1,6527.2727,5.1691,1,-4562.7127,5.4123,1,14358.7775,1.8966,1,12253.199,5.4764,1,11669.4419,2.5747,1
44,129,85,214,At,4870.948,6.0109,1,4014.6038,4.6624,1,-9812.4232,14.1172,1,17701.0639,3.8222,1,13917.3961,3.854,1,14126.3668,6.6141,1
42,128,86,214,Rn,6695.0333,9.6509,1,5029.1135,10.286,1,-15014.5957,14.0166,1,15019.2918,9.354,1,12191.5823,9.4477,1,13759.2306,9.13,1
40,127,87,214,Fr,5475.4457,9.6799,1,2551.3493,9.0174,1,-20418.2218,81.6539,1,18411.6992,8.9313,1,12661.0578,10.789,1,16335.2662,8.7999,1
38,126,88,214,Ra,8324.1349,11.1331,1,3642.0311,7.0406,1,999999.0,999999.0,1,14319.5457,10.2249,1,9097.1101,13.0889,1,14494.4723,8.5796,1
36,125,89,214,Ac,7779.0758,17.8427,1,1201.2566,16.734,1,999999.0,999999.0,1,17342.8414,16.9889,1,10465.4571,14.4327,1,16219.9884,18.0777,1
34,124,90,214,Th,9496.494,14.0753,1,2735.0689,15.7966,1,999999.0,999999.0,1,14106.1388,24.3422,1,8415.5018,54.7996,1,15509.464,11.7611,1
32,123,91,214,Pa,8265.6176,99.3133,1,-50.8161,81.7297,1,999999.0,999999.0,1,18059.8155,81.835,1,10447.5537,118.3333,1,17962.8118,97.3866,1
55,135,80,215,Hg,2732.0,565.0,0,999999.0,999999.0,1,17651.0,400.0,0,999999.0,999999.0,1,999999.0,999999.0,1,999999.0,999999.0,1
53,134,81,215,Tl,4506.0,358.0,0,9029.0,500.0,0,11287.0,300.0,0,12541.0,424.0,0,11874.0,424.0,0,999999.0,999999.0,1
51,133,82,215,Pb,3546.0546,52.7223,1,9411.0,203.0,0,5511.2349,53.0363,1,13269.2407,59.2071,1,10757.0,207.0,0,6969.0,305.0,0
49,132,83,215,Bi,5241.2663,12.507,1,5476.6804,5.8065,1,1311.1345,9.0079,1,15543.6767,8.846,1,14042.2566,5.7575,1,8827.0,200.0,0
47,131,84,215,Po,4143.1164,2.4554,1,6629.9619,11.3582,1,-3073.7653,7.4707,1,15400.7071,5.1179,1,12440.2274,2.5642,1,12653.5611,2.3268,1
45,130,85,215,At,5948.75,7.6202,1,4075.5822,6.6568,1,-7287.1336,14.0539,1,16107.7423,7.1753,1,13976.8801,6.5998,1,12507.7616,6.7585,1
43,129,86,215,Rn,4920.644,10.9029,1,5078.8095,7.0972,1,-12090.4235,8.7874,1,16121.3386,7.6487,1,12323.214,6.3402,1,14846.8206,5.9826,1
41,128,87,215,Fr,6794.8535,10.9506,1,2651.1696,11.4777,1,-17486.3998,82.7522,1,16724.8933,7.6618,1,13841.4119,7.5596,1,14592.6884,7.2049,1
39,127,88,215,Ra,5632.0637,8.8906,1,3798.6492,11.0379,1,-22357.3172,104.3845,1,16797.0013,8.5436,1,10912.0482,11.3486,1,16837.6162,7.6848,1
37,126,89,215,Ac,8474.0396,18.3558,1,1351.1613,13.4703,1,999999.0,999999.0,1,16395.7999,15.8209,1,11093.3681,16.0914,1,15192.9506,15.189,1
35,125,90,215,Th,7844.8162,12.401,1,2800.8093,14.9587,1,999999.0,999999.0,1,15491.2111,13.2736,1,8485.8888,22.7819,1,16766.5984,12.0527,1
33,124,91,215,Pa,9726.6755,115.7273,1,179.3655,83.1365,1,999999.0,999999.0,1,16395.2367,82.9637,1,10557.7062,83.0674,1,16151.3396,85.3049,1
31,123,92,215,U,999999.0,999999.0,1,1859.5538,132.0573,1,999999.0,999999.0,1,15945.9248,118.7969,1,8156.8443,136.0841,1,18424.8279,104.6253,1
56,136,80,216,Hg,4261.0,565.0,0,999999.0,999999.0,1,19138.0,400.0,0,999999.0,999999.0,1,999999.0,999999.0,1,999999.0,999999.0,1
54,135,81,216,Tl,3231.0,424.0,0,9528.0,500.0,0,12614.0,300.0,0,13811.0,500.0,0,11534.0,424.0,0,999999.0,999999.0,1
52,134,82,216,Pb,4904.0,207.0,0,9810.0,361.0,0,7256.0,200.0,0,11756.0,280.0,0,10590.0,202.0,0,4956.0,361.0,0
50,133,83,216,Bi,3826.6022,12.5129,1,5757.2281,53.8582,1,2902.9658,11.9318,1,16767.8135,11.3501,1,13941.6407,13.1646,1,9736.5789,29.2347,1
48,132,84,216,Po,5747.2116,2.294,1,7135.9072,5.7455,1,-1509.1304,8.1491,1,13693.9227,11.2774,1,11878.0617,5.1923,1,10632.3357,7.0312,1
46,131,85,216,At,4558.0565,7.4176,1,4490.5224,3.9898,1,-5893.0582,9.8885,1,17437.4574,3.5973,1,13774.2521,4.4938,1,13134.7509,6.0955,1
44,130,86,216,Rn,6649.0156,8.2301,1,5779.0752,8.6891,1,-10045.2245,12.4264,1,14343.271,6.823,1,11696.8892,7.395,1,12553.2334,6.3352,1
42,129,87,216,Fr,5418.4334,7.9778,1,3148.959,7.2065,1,-14852.7764,24.9977,1,18001.4931,9.9615,1,13531.0261,5.1183,1,15196.9458,6.1387,1
40,128,88,216,Ra,7311.8466,10.6514,1,4315.6423,10.5614,1,-19774.9631,29.1697,1,14960.6003,11.583,1,11709.7209,9.2331,1,14633.8172,8.5409,1
38,127,89,216,Ac,5952.1319,15.4563,1,1671.2295,11.7039,1,999999.0,999999.0,1,18767.8029,10.6179,1,12668.2342,13.4753,1,17350.338,10.3595,1
36,126,90,216,Th,8694.2146,12.7841,1,3020.9843,16.6462,1,999999.0,999999.0,1,14576.0722,17.5153,1,9021.5627,16.097,1,15599.3818,14.819,1
34,125,91,216,Pa,8052.0568,86.0552,1,386.6061,25.4478,1,999999.0,999999.0,1,17839.6739,26.8537,1,10567.7462,26.3139,1,17329.1713,27.2677,1
32,124,92,216,U,9894.2007,107.8586,1,2027.079,87.1046,1,999999.0,999999.0,1,14317.3416,85.9302,1,8276.2903,63.699,1,16592.7239,29.5527,1
55,136,81,217,Tl,4282.0,500.0,0,9550.0,565.0,0,14265.0,400.0,0,12261.0,565.0,0,11753.0,565.0,0,999999.0,999999.0,1
53,135,82,217,Pb,3321.0,361.0,0,9899.0,424.0,0,8602.0,300.0,0,12941.0,424.0,0,10660.0,358.0,0,6136.0,500.0,0
51,134,83,217,Bi,5215.3432,20.9327,1,6069.0,201.0,0,4415.2998,18.8649,1,15098.5248,55.5787,1,13777.0365,17.8076,1,7912.0,196.0,0
49,133,84,217,Po,3970.2015,6.6259,1,7279.5065,12.9526,1,-6.0833,9.5951,1,14964.9875,8.5274,1,11948.2874,12.9395,1,11712.8733,6.6619,1
47,132,85,217,At,5933.398,6.0287,1,4676.7087,5.1115,1,-4307.7229,12.272,1,15647.1758,5.0325,1,13728.6257,5.0927,1,11241.7801,12.2153,1
45,131,86,217,Rn,4666.0643,6.9598,1,5887.083,5.3383,1,-8547.2139,11.4087,1,15625.9566,7.7324,1,11901.7729,5.481,1,13774.9407,4.0367,1
43,130,87,217,Fr,6727.6772,7.5063,1,3227.6206,8.5643,1,-12740.0852,14.0904,1,16194.4599,8.7843,1,13498.3821,11.1563,1,13340.2166,7.4021,1
41,129,88,217,Ra,5473.2485,10.5472,1,4370.4574,8.0308,1,-17081.0,81.0,0,16282.2053,9.8488,1,11711.9181,10.9366,1,15855.602,11.4645,1
39,128,89,217,Ac,7518.7333,14.5299,1,1878.1162,13.7496,1,999999.0,999999.0,1,16881.1334,13.2963,1,13473.6359,12.3843,1,15307.0504,14.0534,1
37,127,90,217,Th,6164.0749,15.3576,1,3232.9273,14.0655,1,999999.0,999999.0,1,16886.0369,16.3265,1,10636.5636,17.2128,1,17759.4419,11.8405,1
35,126,91,217,Pa,8840.3684,27.6346,1,532.7599,16.7111,1,999999.0,999999.0,1,16844.1217,14.012,1,11223.8717,16.422,1,16267.8786,18.3986,1
33,125,92,217,U,8167.0,85.0,0,2142.0,84.0,0,999999.0,999999.0,1,15877.0,115.0,0,8375.0,114.0,0,17922.0,81.0,0
56,137,81,218,Tl,3021.0,565.0,0,999999.0,999999.0,1,15610.0,400.0,0,13501.0,565.0,0,11465.0,565.0,0,999999.0,999999.0,1
54,136,82,218,Pb,4702.0,424.0,0,10319.0,500.0,0,10412.0,300.0,0,11470.0,424.0,0,10463.0,424.0,0,4166.0,500.0,0
52,135,83,218,Bi,3585.2425,32.2948,1,6333.0,301.0,0,6156.5982,27.3432,1,16417.0,202.0,0,13737.8486,59.2071,1,8832.0,301.0,0
50,134,84,218,Po,5598.1188,6.6612,1,7662.2821,17.8074,1,1711.0953,9.974,1,13193.4708,11.3497,1,11591.4349,5.8058,1,9660.809,52.7222,1
48,133,85,218,At,4365.698,12.486,1,5072.2052,13.1953,1,-2750.6268,58.7367,1,17028.6895,11.5701,1,13506.0441,11.6489,1,12117.3485,12.7715,1
46,132,86,218,Rn,6512.4708,4.4364,1,6466.1558,5.4001,1,-7149.3334,10.7515,1,13671.5424,4.0267,1,11338.0521,6.8988,1,11405.5862,3.035,1
44,131,87,218,Fr,5326.5408,7.541,1,3888.0971,5.6672,1,-11590.1279,18.3361,1,17516.9347,6.9734,1,13092.4853,7.2419,1,13962.4258,7.7552,1
42,130,88,218,Ra,7315.2974,11.9671,1,4958.0776,11.6721,1,-15249.0985,16.8124,1,14385.3413,10.536,1,11191.4741,11.9797,1,13460.9486,11.4302,1
40,129,89,218,Ac,5922.7941,58.6903,1,2327.6618,58.023,1,999999.0,999999.0,1,18270.1859,58.1482,1,13182.9055,58.0421,1,16179.1098,58.0256,1
38,128,90,218,Th,7910.3513,14.9407,1,3624.5453,15.3751,1,999999.0,999999.0,1,14927.8176,13.9916,1,11200.2519,16.2627,1,15481.1543,12.7306,1
36,127,91,218,Pa,6476.4981,21.7566,1,845.1831,20.7635,1,999999.0,999999.0,1,19061.8382,21.0149,1,12592.1898,18.9368,1,18265.4201,21.7204,1
34,126,92,218,U,9147.0,82.0,0,2449.0643,18.5499,1,999999.0,999999.0,1,14781.6635,28.2053,1,8954.1729,83.5828,1,16619.6236,15.1064,1
55,137,82,219,Pb,3081.0,500.0,0,10380.0,565.0,0,11790.0,400.0,0,12671.0,565.0,0,10613.0,500.0,0,5346.0,565.0,0
53,136,83,219,Bi,4968.0,202.0,0,6599.0,361.0,0,7703.0,200.0,0,14770.0,361.0,0,13674.0,283.0,0,7096.0,361.0,0
51,135,84,219,Po,3746.6091,15.9571,1,7823.6487,31.3126,1,3287.5079,17.2392,1,14662.205,23.7485,1,11671.428,19.3831,1,10818.0,201.0,0
49,134,85,219,At,5775.5152,11.9105,1,5249.6015,3.5137,1,-1173.5321,51.5746,1,15223.3758,7.1667,1,13477.7405,3.4112,1,10168.4355,11.6371,1
47,133,86,219,Rn,4459.3941,3.021,1,6559.8519,11.6452,1,-5633.4426,56.4938,1,15145.5463,5.0236,1,11436.7145,3.979,1,12693.4037,2.2748,1
45,132,87,219,Fr,6513.8192,7.9664,1,3889.4455,7.1354,1,-9966.2844,70.0404,1,15669.1798,7.9442,1,13227.6817,8.8781,1,12006.6631,7.6382,1
43,131,88,219,Ra,5323.0217,11.8317,1,4954.5585,7.8603,1,-13902.1005,14.978,1,15789.9969,9.3006,1,11286.8859,7.8276,1,14786.9425,8.7792,1
41,130,89,219,Ac,7352.6098,77.2462,1,2364.9742,52.3786,1,-17867.3976,105.3951,1,16390.8245,51.9326,1,13142.1422,52.0725,1,14244.9334,51.6105,1
39,129,90,219,Th,5975.285,57.4273,1,3677.0361,80.6518,1,999999.0,999999.0,1,16471.2659,57.5553,1,11177.0989,57.2084,1,16817.716,57.0024,1
37,128,91,219,Pa,8137.6627,71.9486,1,1072.4945,70.4933,1,999999.0,999999.0,1,17088.2503,70.508,1,13148.7417,70.5828,1,16079.8893,70.3117,1
35,127,92,219,U,6670.0197,19.1308,1,2642.5859,22.2798,1,999999.0,999999.0,1,16952.0121,18.279,1,10336.2099,28.0245,1,18643.8185,17.3556,1
33,126,93,219,Np,999999.0,999999.0,1,-253.3249,92.9855,1,999999.0,999999.0,1,17177.0,122.0,0,11234.5768,96.1635,1,17259.5546,95.214,1
56,138,82,220,Pb,4561.0,565.0,0,999999.0,999999.0,1,13518.0,400.0,0,11131.0,565.0,0,10335.0,565.0,0,999999.0,999999.0,1
54,137,83,220,Bi,3432.0,361.0,0,6949.0,500.0,0,9477.0,300.0,0,16041.0,424.0,0,13563.0,424.0,0,7946.0,500.0,0
52,136,84,220,Po,5489.2164,23.7485,1,8345.0,201.0,0,4991.3711,19.2592,1,12758.2311,32.2948,1,11397.5548,25.0293,1,8650.0,300.0,0
50,135,85,220,At,4091.5908,14.3424,1,5594.5833,21.1184,1,631.9933,15.2576,1,16729.9038,14.1102,1,13356.3512,15.429,1,11292.1879,22.5491,1
48,134,86,220,Rn,6288.662,2.2734,1,7072.9988,3.4104,1,-4077.5442,13.7717,1,13222.5822,11.5699,1,11081.4505,5.111,1,10374.9432,6.6254,1
46,133,87,220,Fr,5205.9252,7.8607,1,4635.9766,4.391,1,-8796.0653,15.1925,1,16975.7254,4.4342,1,12687.8209,5.6521,1,12734.1359,6.3082,1
44,132,88,220,Ra,7193.0796,10.074,1,5633.8188,10.1603,1,-12741.0,101.0,0,13923.4581,8.5463,1,10821.4835,9.8872,1,12259.9272,8.5352,1
42,131,89,220,Ac,5897.1161,51.8053,1,2939.0686,9.0231,1,-16731.267,31.3236,1,17809.0058,11.4522,1,12718.2746,9.1999,1,15075.4945,8.7458,1
40,130,90,220,Th,7844.5604,58.0735,1,4168.9866,53.2428,1,999999.0,999999.0,1,14549.4997,59.1986,1,10851.2718,17.6722,1,14446.4041,15.3133,1
38,129,91,220,Pa,6376.1443,71.2272,1,1473.3539,58.33,1,999999.0,999999.0,1,18622.4573,18.0373,1,12936.6723,18.0947,1,17222.4782,18.458,1
36,128,92,220,U,8354.0,101.0,0,2859.0,122.0,0,999999.0,999999.0,1,15075.0,102.0,0,10823.0,101.0,0,16454.0,101.0,0
34,127,93,220,Np,7033.2467,96.9631,1,109.9021,33.489,1,999999.0,999999.0,1,19291.1743,33.6404,1,12368.0,86.0,0,19066.6762,33.1634,1
55,138,83,221,Bi,4831.0,424.0,0,7219.0,500.0,0,10923.0,300.0,0,14291.0,500.0,0,13435.0,424.0,0,6136.0,500.0,0
53,137,84,221,Po,3561.0236,26.3795,1,8475.0,301.0,0,6809.8799,20.1019,1,14165.0,201.0,0,11421.7737,33.3522,1,9791.0,301.0,0
51,136,85,221,At,5664.3373,19.76,1,5769.7042,22.5491,1,2251.6808,58.5917,1,14812.1756,21.1184,1,13290.1327,14.1102,1,9213.0931,30.413,1
49,135,86,221,Rn,4211.9573,5.8073,1,7193.3653,15.0957,1,-2468.5715,9.8055,1,14786.14,6.418,1,11235.1911,12.8041,1,11761.1047,5.8481,1
47,134,87,221,Fr,6276.3989,6.2181,1,4623.7135,4.9964,1,-7097.6859,59.5775,1,15158.7206,4.9024,1,12923.8927,5.2977,1,10823.4349,12.4413,1
45,133,88,221,Ra,5379.5324,8.7557,1,5807.426,5.98,1,-11556.119,72.2827,1,15057.7449,8.1807,1,10768.492,5.9942,1,13392.8656,4.8471,1
43,132,89,221,Ac,7284.0249,57.1978,1,3030.0139,57.3835,1,-15379.0,208.0,0,15848.0027,57.2853,1,12749.5472,57.7178,1,13118.0104,57.0261,1
41,131,90,221,Th,5820.93,15.7719,1,4092.8006,9.9445,1,-18990.0,300.0,0,16081.1795,52.0697,1,10953.1358,58.1457,1,15940.7715,12.5486,1
39,130,91,221,Pa,7974.7783,61.1613,1,1603.5718,60.9287,1,999999.0,999999.0,1,16622.9639,81.9306,1,12872.2452,60.3025,1,15170.4941,82.7318,1
37,129,92,221,U,6565.0,124.0,0,3047.3723,73.6086,1,999999.0,999999.0,1,16647.5795,100.3105,1,10734.483,74.3097,1,17799.6512,72.8974,1
35,128,93,221,Np,8636.0,203.0,0,392.0,224.0,0,999999.0,999999.0,1,17325.0,201.0,0,12880.0,201.0,0,16907.0,201.0,0
33,127,94,221,Pu,999999.0,999999.0,1,1834.0,302.0,0,999999.0,999999.0,1,17203.0,314.0,0,999999.0,999999.0,1,19681.0,300.0,0
56,139,83,222,Bi,3322.0,424.0,0,999999.0,999999.0,1,12572.0,300.0,0,15530.0,500.0,0,13194.0,500.0,0,999999.0,999999.0,1
54,138,84,222,Po,5358.8072,44.5757,1,9003.0,303.0,0,8166.0625,40.3011,1,12238.0,303.0,0,11031.0,204.0,0,7513.0,402.0,0
52,137,85,222,At,3901.019,21.1184,1,6109.6995,25.1676,1,4331.231,16.5179,1,16400.373,23.7485,1,13135.7228,22.3946,1,10280.0,201.0,0
50,136,86,222,Rn,6170.7153,5.8402,1,7699.7433,14.107,1,-831.0819,10.3717,1,12707.0155,14.107,1,10839.9909,3.5005,1,9336.9984,15.9542,1
48,135,87,222,Fr,4970.466,8.911,1,5382.2222,9.3907,1,-5686.2578,86.9262,1,16476.9166,7.6695,1,12412.8208,7.7422,1,11628.4841,8.1245,1
46,134,88,222,Ra,6714.9899,6.2331,1,6246.017,6.499,1,-9952.6287,52.1818,1,13548.6802,5.8483,1,10567.3213,8.0934,1,11137.2699,4.7965,1
44,133,89,222,Ac,5980.5691,57.0624,1,3631.0507,6.3308,1,-14652.8437,38.3376,1,17060.5131,8.7856,1,12091.9998,8.1199,1,13651.2605,8.2227,1
42,132,90,222,Th,7808.205,12.8705,1,4616.9806,57.7886,1,-17857.0,300.0,0,14170.0906,11.8041,1,10497.5407,52.4566,1,13455.5883,12.1726,1
40,131,91,222,Pa,6381.8941,105.0026,1,2164.5359,86.9593,1,999999.0,999999.0,1,18085.6302,87.6668,1,12465.636,103.3717,1,16141.2098,100.7371,1
38,130,92,222,U,8318.4802,88.9202,1,3391.0742,78.9251,1,999999.0,999999.0,1,14705.2436,54.0196,1,10553.6656,86.9602,1,15456.456,76.7507,1
36,129,93,222,Np,6707.0,204.0,0,534.326,81.5558,1,999999.0,999999.0,1,18972.0,108.0,0,12842.7429,40.3212,1,18337.8198,79.4104,1
34,128,94,222,Pu,8941.0,424.0,0,2140.0,361.0,0,999999.0,999999.0,1,15295.0,302.0,0,10487.0,314.0,0,17410.0,300.0,0
57,140,83,223,Bi,4781.0,500.0,0,999999.0,999999.0,1,13858.0,400.0,0,999999.0,999999.0,1,12974.0,565.0,0,999999.0,999999.0,1
55,139,84,223,Po,3479.0,200.0,0,9160.0,358.0,0,9845.0,196.0,0,13589.0,358.0,0,10983.0,358.0,0,8595.0,445.0,0
53,138,85,223,At,5596.3382,21.1184,1,6347.2305,42.4214,1,5602.9534,15.604,1,14365.0584,24.039,1,13028.601,22.5491,1,8115.0,300.0,0
51,137,86,223,Rn,4053.5366,8.0599,1,7852.261,17.6619,1,1004.3365,11.1481,1,14317.8162,16.0129,1,10878.0451,16.0129,1,10772.6782,19.3498,1
49,136,87,223,Fr,6067.0918,7.6981,1,5278.5987,2.2644,1,-3955.285,75.6525,1,14621.7821,5.8375,1,12634.391,2.1164,1,9652.983,14.1052,1
47,135,88,223,Ra,5158.2782,4.7922,1,6433.8292,7.7395,1,-8812.0331,59.0863,1,14666.8009,4.898,1,10614.9683,4.3863,1,12267.6536,2.2641,1
45,134,89,223,Ac,6868.0606,8.2833,1,3784.1214,8.1549,1,-12833.5279,83.1515,1,15571.9849,8.2416,1,12417.0188,10.2094,1,11989.1251,7.924,1
43,133,90,223,Th,5888.955,12.8389,1,4525.3665,9.0884,1,-16735.0,300.0,0,15565.1605,57.4306,1,10505.7019,9.9037,1,14759.7128,10.8697,1
41,132,91,223,Pa,7798.0646,114.9703,1,2154.3956,76.3013,1,-20362.0,309.0,0,16108.4956,76.0359,1,12512.1318,76.844,1,14240.2613,75.8551,1
39,131,92,223,U,6298.8738,78.6787,1,3308.0539,104.8112,1,999999.0,999999.0,1,16381.1481,83.7394,1,10630.9361,60.8446,1,17002.1425,60.5987,1
37,130,93,223,Np,8687.3764,91.1786,1,903.2222,97.8243,1,999999.0,999999.0,1,16849.3938,109.8622,1,12509.0,130.0,0,16026.5877,84.1476,1
35,129,94,223,Pu,7010.0,424.0,0,2443.0,302.0,0,999999.0,999999.0,1,16921.0,361.0,0,10510.0,302.0,0,18753.0,316.0,0
33,128,95,223,Am,999999.0,999999.0,1,-351.0,424.0,0,999999.0,999999.0,1,17481.0,424.0,0,999999.0,999999.0,1,17871.0,302.0,0
58,141,83,224,Bi,3242.0,565.0,0,999999.0,999999.0,1,15321.0,400.0,0,999999.0,999999.0,1,999999.0,999999.0,1,999999.0,999999.0,1
56,140,84,224,Po,5240.0,277.0,0,9619.0,445.0,0,11084.0,196.0,0,11671.0,358.0,0,10574.0,358.0,0,999999.0,999999.0,1
54,139,85,224,At,3788.3082,26.3631,1,6656.0,197.0,0,7476.8704,22.7267,1,15935.5574,45.8708,1,12801.3164,29.7058,1,9157.0,301.0,0
52,138,86,224,Rn,6015.9581,12.5501,1,8271.8808,17.0748,1,2449.5179,13.7318,1,12202.8771,18.6301,1,10526.4243,17.0748,1,8317.7438,21.8853,1
50,137,87,224,Fr,4705.033,11.3435,1,5930.0951,13.6429,1,-2113.7366,13.5097,1,16087.4645,11.3457,1,12141.3153,12.5538,1,10612.2873,17.8934,1
48,136,88,224,Ra,6478.7305,2.2609,1,6845.4679,2.113,1,-6916.8579,15.3374,1,13158.5364,7.6689,1,10412.6366,4.9952,1,10000.8804,5.8061,1
46,135,89,224,Ac,5662.2252,7.9549,1,4288.0683,4.4418,1,-11798.0998,29.2098,1,16624.7496,5.8901,1,12134.326,6.0208,1,12603.2988,6.2574,1
44,134,90,224,Th,7461.1394,12.3576,1,5118.4454,11.7809,1,-15285.0,300.0,0,14084.5902,10.571,1,10328.5873,57.6838,1,12678.1058,10.5462,1
42,133,91,224,Pa,6546.5814,75.9868,1,2812.0219,10.8666,1,-19398.0,400.0,0,17370.1192,12.6229,1,11786.4805,10.9038,1,14977.7048,57.3724,1
40,132,92,224,U,8373.9058,60.9737,1,3883.895,77.14,1,999999.0,999999.0,1,14389.1365,87.9264,1,10231.8086,61.3016,1,14449.1668,17.1561,1
38,131,93,224,Np,6697.6533,87.7652,1,1302.0016,65.7569,1,999999.0,999999.0,1,18470.2207,59.4981,1,12376.3068,77.7183,1,17303.7128,66.0501,1
36,130,94,224,Pu,8912.0,424.0,0,2667.0,311.0,0,999999.0,999999.0,1,14717.0,302.0,0,10234.0,361.0,0,16407.0,308.0,0
34,129,95,224,Am,7511.0,500.0,0,149.0,500.0,0,999999.0,999999.0,1,18912.0,500.0,0,12195.0,500.0,0,18997.0,447.0,0
57,141,84,225,Po,3402.0,358.0,0,9779.0,500.0,0,12587.0,300.0,0,13051.0,500.0,0,10494.0,424.0,0,999999.0,999999.0,1
55,140,85,225,At,5483.0,301.0,0,6900.0,358.0,0,8662.0,300.0,0,13932.0,358.0,0,12677.0,303.0,0,6996.0,424.0,0
53,139,86,225,Rn,3982.2733,14.8462,1,8465.846,24.9775,1,4223.9504,12.2485,1,13816.942,17.8695,1,10445.17,19.361,1,9694.2777,41.5744,1
51,138,87,225,Fr,5999.3305,16.3754,1,5913.4675,15.4767,1,-536.0381,82.7362,1,14141.6705,14.2965,1,12312.7002,12.1085,1,8513.9758,19.8486,1
49,137,88,225,Ra,4904.107,2.7922,1,7044.5419,11.4754,1,-5378.9575,10.2473,1,14321.5212,2.8568,1,10478.9956,7.8911,1,11267.4888,2.8624,1
47,136,89,225,Ac,6668.1608,6.1585,1,4477.4986,4.8675,1,-9980.7929,91.7394,1,15114.867,4.7628,1,12181.155,6.4046,1,10905.604,8.8413,1
45,135,90,225,Th,5756.7058,10.7574,1,5212.926,6.3836,1,-13990.0,300.0,0,15195.9449,8.5102,1,10552.4506,6.6768,1,13636.3898,6.5842,1
43,134,91,225,Pa,7577.0291,82.1947,1,2927.9116,82.4124,1,-18034.0,408.0,0,15682.0451,82.2354,1,12017.6564,82.4858,1,13381.2449,81.9787,1
41,133,92,225,U,6442.0074,18.1413,1,3779.3211,12.3962,1,999999.0,999999.0,1,15745.1937,76.2642,1,10171.6953,87.159,1,15815.3644,14.1571,1
39,132,93,225,Np,8485.4677,96.0753,1,1413.5635,92.8749,1,999999.0,999999.0,1,16283.6268,108.9961,1,12209.3193,105.3424,1,15200.1392,126.0691,1
37,131,94,225,Pu,7051.0,424.0,0,3021.0,301.0,0,999999.0,999999.0,1,16353.0,311.0,0,9890.0,302.0,0,17674.0,304.0,0
35,130,95,225,Am,8941.0,565.0,0,179.0,500.0,0,999999.0,999999.0,1,16981.0,500.0,0,12195.0,500.0,0,16762.0,401.0,0
58,142,84,226,Po,5103.0,500.0,0,999999.0,999999.0,1,13881.0,401.0,0,11190.0,566.0,0,10173.0,566.0,0,999999.0,999999.0,1
56,141,85,226,At,3711.0,424.0,0,7209.0,424.0,0,10351.0,300.0,0,15460.0,358.0,0,12445.0,358.0,0,8066.0,500.0,0
54,140,86,226,Rn,5858.2675,15.2924,1,8841.0,300.0,0,5549.5445,11.3952,1,11746.9826,24.6891,1,10183.2407,17.4642,1,7315.0,196.0,0
52,139,87,226,Fr,4371.3805,13.4916,1,6302.5747,12.7634,1,1486.9398,12.8273,1,15786.2481,11.6248,1,11994.8562,10.0,1,9738.9335,15.2985,1
50,138,88,226,Ra,6396.7859,2.8511,1,7441.9973,12.1059,1,-3661.2218,11.212,1,12629.7683,11.3429,1,10149.3015,2.2502,1,8924.2395,8.0559,1
48,137,89,226,Ac,5399.4221,5.5019,1,4972.8137,3.7703,1,-8507.6758,102.1058,1,16194.1754,3.1259,1,11940.0111,3.4337,1,11573.2738,3.3382,1
46,136,90,226,Th,7183.8616,6.6054,1,5728.6268,6.4225,1,-12432.0,200.0,0,13674.3085,5.9109,1,10236.6496,8.1701,1,11610.8064,4.815,1
44,135,91,226,Pa,6394.3584,82.6084,1,3565.5642,12.1746,1,-16936.0,300.0,0,16748.8261,14.6761,1,11512.2529,13.647,1,13854.947,13.1246,1
42,134,92,226,U,8114.5216,14.7859,1,4316.8136,82.5961,1,999999.0,999999.0,1,14177.2535,13.3243,1,9855.2383,76.4205,1,13589.7978,13.5292,1
40,133,93,226,Np,6872.5393,137.148,1,1844.0954,102.5322,1,999999.0,999999.0,1,17784.9934,103.1853,1,11635.6538,117.9048,1,16125.6645,127.021,1
38,132,94,226,Pu,8742.0,361.0,0,3277.0,220.0,0,999999.0,999999.0,1,14308.0,202.0,0,9835.0,217.0,0,15231.0,209.0,0
36,131,95,226,Am,7492.0,500.0,0,619.0,424.0,0,999999.0,999999.0,1,18400.0,424.0,0,11713.0,424.0,0,17958.0,311.0,0
59,143,84,227,Po,3339.0,566.0,0,999999.0,999999.0,1,15103.0,401.0,0,999999.0,999999.0,1,10075.0,566.0,0,999999.0,999999.0,1
57,142,85,227,At,5301.0,424.0,0,7407.0,500.0,0,11581.0,300.0,0,13561.0,424.0,0,12384.0,358.0,0,6007.0,500.0,0
55,141,86,227,Rn,3932.6771,17.559,1,9063.0,300.0,0,7081.0756,14.2446,1,13297.0,300.0,0,10038.8717,26.426,1,8622.0,196.0,0
53,140,87,227,Fr,5909.4124,8.5795,1,6353.7196,12.0233,1,2852.0745,9.3568,1,13859.109,12.6048,1,12101.4019,11.4504,1,7617.8293,23.1209,1
51,139,88,227,Ra,4561.43,0.27,1,7632.0467,6.5271,1,-1867.5697,8.6974,1,14067.6689,12.1089,1,10292.9046,11.3461,1,10378.7676,10.0054,1
