N-Z,N,Z,A,EL,O,Mass_excess_keV,D_Mass_excess_keV,is_from_experiment,Binding_enrgy_perA_keV,D_Binding_enrgy_perA_keV,is_from_experiment,Decay_mode,Qbeta_keV,D_Qbeta_keV,is_from_experiment,A,Atomic_mass_microu,D_Atomic_mass_microu,is_from_experiment
20,90,70,160,Yb,x,-58163.227,5.496,1,8092.5614,0.0343,1,B-,-7893.2846,57.0863,1,159,937559.21,5.9,1
18,89,71,160,Lu,x,-50269.942,56.821,1,8038.3387,0.3551,1,B-,-4331.1951,57.6165,1,159,946033.0,61.0,1
16,88,72,160,Hf,na,-45938.747,9.54,1,8006.3791,0.0596,1,B-,-10115.0475,55.1472,1,159,950682.728,10.241,1
14,87,73,160,Ta,-a,-35823.7,54.316,1,7938.2704,0.3395,1,B-,-6494.6267,139.8413,1,159,961541.678,58.31,1
12,86,74,160,W,na,-29329.073,149.81,1,7892.7893,0.9363,1,B-,-12451.0,335.0,0,159,968513.946,160.828,1
10,85,75,160,Re,-a,-16878.0,300.0,0,7810.0,2.0,0,B-,999999.0,999999.0,1,159,981880.0,322.0,0
43,102,59,161,Pr,x,-32490.0,500.0,0,7986.0,3.0,0,B-,9741.0,640.0,0,160,965121.0,537.0,0
41,101,60,161,Nd,x,-42230.0,400.0,0,8042.0,2.0,0,B-,7856.0,400.0,0,160,954664.0,429.0,0
39,100,61,161,Pm,x,-50086.589,9.035,1,8085.9977,0.0561,1,B-,6585.4546,11.3187,1,160,946229.837,9.7,1
37,99,62,161,Sm,na,-56672.043,6.817,1,8122.0418,0.0423,1,B-,5119.5577,12.4147,1,160,939160.062,7.318,1
35,98,63,161,Eu,na,-61791.601,10.4,1,8148.981,0.0646,1,B-,3714.5406,10.5074,1,160,933663.991,11.164,1
33,97,64,161,Gd,-n,-65506.142,1.504,1,8167.1934,0.0093,1,B-,1955.6357,1.4402,1,160,929676.267,1.614,1
31,96,65,161,Tb,na,-67461.778,1.218,1,8174.4809,0.0076,1,B-,593.7166,1.201,1,160,927576.806,1.308,1
29,95,66,161,Dy,na,-68055.494,0.697,1,8173.3093,0.0043,1,B-,-859.2003,2.1368,1,160,926939.425,0.748,1
27,94,67,161,Ho,na,-67196.294,2.151,1,8163.1134,0.0134,1,B-,-1994.9954,9.0041,1,160,927861.815,2.309,1
25,93,68,161,Er,+n,-65201.298,8.774,1,8145.8628,0.0545,1,B-,-3302.5839,29.2899,1,160,930003.53,9.419,1
23,92,69,161,Tm,x,-61898.715,27.945,1,8120.4906,0.1736,1,B-,-4064.4665,31.764,1,160,933549.0,30.0,1
21,91,70,161,Yb,x,-57834.248,15.101,1,8090.3861,0.0938,1,B-,-5271.8989,31.764,1,160,937912.384,16.211,1
19,90,71,161,Lu,x,-52562.349,27.945,1,8052.7821,0.1736,1,B-,-6246.5319,36.4805,1,160,943572.0,30.0,1
17,89,72,161,Hf,na,-46315.817,23.45,1,8009.1245,0.1457,1,B-,-7537.2421,33.7278,1,160,950277.927,25.174,1
15,88,73,161,Ta,+a,-38778.575,24.381,1,7957.45,0.1514,1,B-,-8272.0,202.0,0,160,958369.489,26.174,1
13,87,74,161,W,-a,-30507.0,200.0,0,7901.0,1.0,0,B-,-9664.0,250.0,0,160,967249.0,215.0,0
11,86,75,161,Re,na,-20842.82,149.905,1,7836.3292,0.9311,1,B-,-10647.0,427.0,0,160,977624.313,160.93,1
9,85,76,161,Os,-a,-10196.0,400.0,0,7765.0,2.0,0,B-,999999.0,999999.0,1,160,989054.0,429.0,0
42,102,60,162,Nd,x,-39010.0,400.0,0,8022.0,2.0,0,B-,7030.0,500.0,0,161,958121.0,429.0,0
40,101,61,162,Pm,x,-46040.0,300.0,0,8061.0,2.0,0,B-,8339.0,300.0,0,161,950574.0,322.0,0
38,100,62,162,Sm,na,-54379.053,3.523,1,8107.5745,0.0218,1,B-,4343.8905,3.7605,1,161,941621.687,3.782,1
36,99,63,162,Eu,na,-58722.944,1.314,1,8129.5593,0.0081,1,B-,5557.7761,4.1748,1,161,936958.329,1.41,1
34,98,64,162,Gd,-nn,-64280.72,3.963,1,8159.0373,0.0245,1,B-,1598.8278,4.4611,1,161,930991.812,4.254,1
32,97,65,162,Tb,x,-65879.548,2.049,1,8164.0773,0.0127,1,B-,2301.6217,2.164,1,161,929275.4,2.2,1
30,96,66,162,Dy,na,-68181.169,0.695,1,8173.4555,0.0043,1,B-,-2140.6068,3.0926,1,161,926804.507,0.746,1
28,95,67,162,Ho,na,-66040.563,3.102,1,8155.4126,0.0192,1,B-,293.6478,3.1069,1,161,929102.543,3.33,1
26,94,68,162,Er,na,-66334.21,0.756,1,8152.3959,0.0047,1,B-,-4856.7282,26.0475,1,161,928787.299,0.811,1
24,93,69,162,Tm,-,-61477.482,26.058,1,8117.5868,0.1609,1,B-,-1656.319,30.1127,1,161,934001.211,27.974,1
22,92,70,162,Yb,x,-59821.163,15.103,1,8102.5333,0.0932,1,B-,-6989.4042,76.5406,1,161,935779.342,16.213,1
20,91,71,162,Lu,x,-52831.759,75.036,1,8054.5596,0.4632,1,B-,-3663.3333,75.5679,1,161,943282.776,80.554,1
18,90,72,162,Hf,na,-49168.426,8.952,1,8027.1171,0.0553,1,B-,-9387.0211,63.8938,1,161,947215.526,9.61,1
16,89,73,162,Ta,-a,-39781.405,63.322,1,7964.3432,0.3909,1,B-,-5782.188,63.3235,1,161,957292.907,67.979,1
14,88,74,162,W,na,-33999.217,17.657,1,7923.8214,0.109,1,B-,-11546.0,201.0,0,161,963500.341,18.955,1
12,87,75,162,Re,+a,-22453.0,201.0,0,7848.0,1.0,0,B-,-7953.0,361.0,0,161,975896.0,215.0,0
10,86,76,162,Os,-a,-14500.0,300.0,0,7794.0,2.0,0,B-,999999.0,999999.0,1,161,984434.0,322.0,0
43,103,60,163,Nd,x,-34080.0,500.0,0,7992.0,3.0,0,B-,8880.0,640.0,0,162,963414.0,537.0,0
41,102,61,163,Pm,x,-42960.0,400.0,0,8042.0,2.0,0,B-,7640.0,400.0,0,162,953881.0,429.0,0
39,101,62,163,Sm,x,-50599.612,7.359,1,8084.1653,0.0451,1,B-,5974.2073,7.4141,1,162,945679.085,7.9,1
37,100,63,163,Eu,x,-56573.819,0.904,1,8116.0172,0.0056,1,B-,4814.772,1.2046,1,162,939265.51,0.97,1
35,99,64,163,Gd,na,-61388.591,0.797,1,8140.756,0.0049,1,B-,3207.1628,4.1374,1,162,934096.64,0.855,1
33,98,65,163,Tb,+p,-64595.754,4.06,1,8155.6322,0.0249,1,B-,1785.1041,4.0006,1,162,930653.609,4.358,1
31,97,66,163,Dy,na,-66380.858,0.693,1,8161.784,0.0043,1,B-,-2.8309,0.0222,1,162,928737.221,0.744,1
29,96,67,163,Ho,na,-66378.027,0.693,1,8156.967,0.0043,1,B-,-1210.6141,4.5755,1,162,928740.26,0.744,1
27,95,68,163,Er,na,-65167.413,4.628,1,8144.7403,0.0284,1,B-,-2439.0,3.0,1,162,930039.908,4.967,1
25,94,69,163,Tm,-,-62728.413,5.515,1,8124.9774,0.0338,1,B-,-3434.5345,16.0687,1,162,932658.282,5.92,1
23,93,70,163,Yb,x,-59293.878,15.105,1,8099.1069,0.0927,1,B-,-4502.4636,31.7657,1,162,936345.406,16.215,1
21,92,71,163,Lu,x,-54791.415,27.945,1,8066.6848,0.1714,1,B-,-5522.0944,37.9611,1,162,941179.0,30.0,1
19,91,72,163,Hf,na,-49269.32,25.693,1,8028.0072,0.1576,1,B-,-6734.6864,45.9217,1,162,947107.211,27.582,1
17,90,73,163,Ta,-a,-42534.634,38.061,1,7981.8905,0.2335,1,B-,-7626.1952,69.7301,1,162,954337.194,40.86,1
15,89,74,163,W,-a,-34908.439,58.426,1,7930.3043,0.3584,1,B-,-8906.1859,61.2953,1,162,962524.251,62.722,1
13,88,75,163,Re,+a,-26002.253,18.534,1,7870.8655,0.1137,1,B-,-9666.0,301.0,0,162,972085.434,19.897,1
11,87,76,163,Os,-a,-16336.0,300.0,0,7807.0,2.0,0,B-,-11026.0,500.0,0,162,982462.0,322.0,0
9,86,77,163,Ir,x,-5310.0,400.0,0,7734.0,2.0,0,B-,999999.0,999999.0,1,162,994299.0,429.0,0
42,103,61,164,Pm,x,-38360.0,400.0,0,8014.0,2.0,0,B-,9565.0,400.0,0,163,958819.0,429.0,0
40,102,62,164,Sm,x,-47925.314,4.099,1,8067.7803,0.025,1,B-,5306.8315,4.5907,1,163,948550.061,4.4,1
38,101,63,164,Eu,na,-53232.146,2.068,1,8095.3686,0.0126,1,B-,6461.5416,2.2969,1,163,942852.943,2.219,1
36,100,64,164,Gd,na,-59693.688,1.0,1,8129.9978,0.0061,1,B-,2411.2959,2.1143,1,163,935916.193,1.073,1
34,99,65,164,Tb,x,-62104.983,1.863,1,8139.9304,0.0114,1,B-,3862.6653,1.9884,1,163,933327.561,2.0,1
32,98,66,164,Dy,na,-65967.649,0.695,1,8158.7129,0.0042,1,B-,-987.1315,1.371,1,163,929180.819,0.746,1
30,97,67,164,Ho,na,-64980.517,1.39,1,8147.9234,0.0085,1,B-,962.0559,1.3756,1,163,930240.548,1.492,1
28,96,68,164,Er,na,-65942.573,0.704,1,8149.0191,0.0043,1,B-,-4033.6302,25.0113,1,163,929207.739,0.755,1
26,95,69,164,Tm,na,-61908.943,25.006,1,8119.6534,0.1525,1,B-,-896.7722,29.2135,1,163,933538.019,26.845,1
24,94,70,164,Yb,x,-61012.171,15.106,1,8109.4149,0.0921,1,B-,-6369.7952,31.7666,1,163,934500.743,16.217,1
22,93,71,164,Lu,x,-54642.376,27.945,1,8065.8043,0.1704,1,B-,-2824.0194,32.1083,1,163,941339.0,30.0,1
20,92,72,164,Hf,na,-51818.356,15.812,1,8043.8142,0.0964,1,B-,-8535.5511,32.1083,1,163,944370.709,16.975,1
18,91,73,164,Ta,x,-43282.805,27.945,1,7986.9978,0.1704,1,B-,-5047.25,29.5717,1,163,953534.0,30.0,1
16,90,74,164,W,na,-38235.555,9.673,1,7951.4515,0.059,1,B-,-10763.1138,55.4055,1,163,958952.445,10.384,1
14,89,75,164,Re,-a,-27472.441,54.555,1,7881.0523,0.3326,1,B-,-7047.718,140.033,1,163,970507.122,58.566,1
12,88,76,164,Os,na,-20424.723,149.903,1,7833.308,0.914,1,B-,-12941.0,350.0,0,163,978073.158,160.927,1
10,87,77,164,Ir,-a,-7483.0,316.0,0,7750.0,2.0,0,B-,999999.0,999999.0,1,163,991966.0,339.0,0
43,104,61,165,Pm,x,-34670.0,500.0,0,7992.0,3.0,0,B-,8840.0,640.0,0,164,962780.0,537.0,0
41,103,62,165,Sm,x,-43510.0,400.0,0,8041.0,2.0,0,B-,7219.0,400.0,0,164,953290.0,429.0,0
39,102,63,165,Eu,na,-50729.103,5.213,1,8080.0529,0.0316,1,B-,5796.6788,5.3733,1,164,945540.07,5.596,1
37,101,64,165,Gd,na,-56525.782,1.304,1,8110.4428,0.0079,1,B-,4063.0674,2.0189,1,164,939317.08,1.4,1
35,100,65,165,Tb,na,-60588.849,1.541,1,8130.3259,0.0093,1,B-,3023.4392,1.6915,1,164,934955.198,1.654,1
33,99,66,165,Dy,-n,-63612.289,0.697,1,8143.9083,0.0042,1,B-,1285.7287,0.7502,1,164,931709.402,0.748,1
31,98,67,165,Ho,na,-64898.017,0.786,1,8146.9591,0.0048,1,B-,-376.6648,0.9575,1,164,930329.116,0.844,1
29,97,68,165,Er,na,-64521.353,0.918,1,8139.9348,0.0056,1,B-,-1591.3282,1.4891,1,164,930733.482,0.985,1
27,96,69,165,Tm,na,-62930.024,1.658,1,8125.5489,0.0101,1,B-,-2634.6364,26.5907,1,164,932441.843,1.779,1
25,95,70,165,Yb,na,-60295.388,26.539,1,8104.8399,0.1608,1,B-,-3853.1403,35.4324,1,164,935270.241,28.49,1
23,94,71,165,Lu,na,-56442.248,26.539,1,8076.746,0.1608,1,B-,-4806.735,38.5387,1,164,939406.758,28.49,1
21,93,72,165,Hf,x,-51635.513,27.945,1,8042.8728,0.1694,1,B-,-5787.641,31.0668,1,164,944567.0,30.0,1
19,92,73,165,Ta,na,-45847.872,13.573,1,8003.0547,0.0823,1,B-,-6986.5555,29.1133,1,164,950780.287,14.571,1
17,91,74,165,W,na,-38861.316,25.756,1,7955.9704,0.1561,1,B-,-8201.9627,34.9116,1,164,958280.663,27.649,1
15,90,75,165,Re,+a,-30659.353,23.593,1,7901.5201,0.143,1,B-,-8913.0,202.0,0,164,967085.831,25.328,1
13,89,76,165,Os,-a,-21747.0,200.0,0,7843.0,1.0,0,B-,-10151.0,255.0,0,164,976654.0,215.0,0
11,88,77,165,Ir,IT,-11595.0,158.0,0,7776.0,1.0,0,B-,-11277.0,430.0,0,164,987552.0,170.0,0
9,87,78,165,Pt,-a,-318.0,400.0,0,7703.0,2.0,0,B-,999999.0,999999.0,1,164,999658.0,429.0,0
42,104,62,166,Sm,x,-40450.0,400.0,0,8023.0,2.0,0,B-,6299.0,412.0,0,165,956575.0,429.0,0
40,103,63,166,Eu,+,-46749.0,100.0,0,8056.0,1.0,0,B-,7622.0,100.0,0,165,949813.0,107.0,0
38,102,64,166,Gd,x,-54370.926,1.584,1,8097.226,0.0095,1,B-,3437.8515,2.1558,1,165,941630.413,1.7,1
36,101,65,166,Tb,na,-57808.778,1.463,1,8113.223,0.0088,1,B-,4775.693,1.669,1,165,937939.727,1.57,1
34,100,66,166,Dy,-n,-62584.471,0.804,1,8137.2793,0.0048,1,B-,485.8684,0.8502,1,165,932812.81,0.862,1
32,99,67,166,Ho,na,-63070.339,0.786,1,8135.4933,0.0047,1,B-,1853.8057,0.7792,1,165,932291.209,0.844,1
30,98,68,166,Er,na,-64924.145,0.334,1,8141.9479,0.002,1,B-,-3037.6667,11.547,1,165,930301.067,0.358,1
28,97,69,166,Tm,-,-61886.478,11.552,1,8118.9357,0.0696,1,B-,-292.7714,13.5069,1,165,933562.136,12.401,1
26,96,70,166,Yb,+nn,-61593.706,7.001,1,8112.4591,0.0422,1,B-,-5572.7197,30.6189,1,165,933876.439,7.515,1
24,95,71,166,Lu,x,-56020.987,29.808,1,8074.1756,0.1796,1,B-,-2161.9978,40.8585,1,165,939859.0,32.0,1
22,94,72,166,Hf,x,-53858.989,27.945,1,8056.4386,0.1683,1,B-,-7761.2089,39.5199,1,165,942180.0,30.0,1
20,93,73,166,Ta,x,-46097.78,27.945,1,8004.9714,0.1683,1,B-,-4210.3092,29.5036,1,165,950512.0,30.0,1
18,92,74,166,W,na,-41887.471,9.463,1,7974.8951,0.057,1,B-,-10050.1358,88.7072,1,165,955031.952,10.159,1
16,91,75,166,Re,-a,-31837.335,88.242,1,7909.6392,0.5316,1,B-,-6405.809,88.3046,1,165,965821.216,94.731,1
14,90,76,166,Os,na,-25431.526,17.966,1,7866.3371,0.1082,1,B-,-12126.0,201.0,0,165,972698.135,19.287,1
12,89,77,166,Ir,-p,-13306.0,201.0,0,7789.0,1.0,0,B-,-8523.0,361.0,0,165,985716.0,215.0,0
10,88,78,166,Pt,-a,-4783.0,300.0,0,7733.0,2.0,0,B-,999999.0,999999.0,1,165,994866.0,322.0,0
43,105,62,167,Sm,x,-35330.0,500.0,0,7992.0,3.0,0,B-,8440.0,640.0,0,166,962072.0,537.0,0
41,104,63,167,Eu,x,-43770.0,400.0,0,8038.0,2.0,0,B-,7006.0,400.0,0,166,953011.0,429.0,0
39,103,64,167,Gd,na,-50775.732,5.213,1,8075.5428,0.0312,1,B-,5107.3505,5.5584,1,166,945490.012,5.596,1
37,102,65,167,Tb,na,-55883.082,1.929,1,8101.441,0.0116,1,B-,4028.3686,4.4459,1,166,940007.046,2.071,1
35,101,66,167,Dy,x,-59911.451,4.005,1,8120.8782,0.024,1,B-,2368.0076,6.5549,1,166,935682.415,4.3,1
33,100,67,167,Ho,p2n,-62279.459,5.189,1,8130.3732,0.0311,1,B-,1009.7971,5.189,1,166,933140.254,5.57,1
31,99,68,167,Er,na,-63289.256,0.286,1,8131.7352,0.0017,1,B-,-746.1392,1.2633,1,166,932056.192,0.306,1
29,98,69,167,Tm,na,-62543.117,1.258,1,8122.5826,0.0075,1,B-,-1953.2162,3.7968,1,166,932857.206,1.35,1
27,97,70,167,Yb,na,-60589.9,3.96,1,8106.202,0.0237,1,B-,-3063.619,37.4696,1,166,934954.069,4.251,1
25,96,71,167,Lu,x,-57526.281,37.26,1,8083.1722,0.2231,1,B-,-4058.5198,46.5747,1,166,938243.0,40.0,1
23,95,72,167,Hf,x,-53467.761,27.945,1,8054.185,0.1673,1,B-,-5116.6971,39.5199,1,166,942600.0,30.0,1
21,94,73,167,Ta,x,-48351.064,27.945,1,8018.8614,0.1673,1,B-,-6257.8523,33.6262,1,166,948093.0,30.0,1
19,93,74,167,W,na,-42093.212,18.703,1,7976.7045,0.112,1,B-,-7259.0,44.0,0,166,954811.08,20.078,1
17,92,75,167,Re,+a,-34834.0,40.0,0,7929.0,0.0,0,B-,-8335.0,90.0,0,166,962604.0,43.0,0
15,91,76,167,Os,-a,-26498.86,80.892,1,7873.9557,0.4844,1,B-,-9426.4121,82.9464,1,166,971552.304,86.841,1
13,90,77,167,Ir,na,-17072.448,18.346,1,7812.8254,0.1099,1,B-,-10319.0,307.0,0,166,981671.973,19.694,1
11,89,78,167,Pt,-a,-6753.0,306.0,0,7746.0,2.0,0,B-,999999.0,999999.0,1,166,992750.0,329.0,0
44,106,62,168,Sm,x,-31640.0,300.0,0,7971.0,2.0,0,B-,7610.0,500.0,0,167,966033.0,322.0,0
42,105,63,168,Eu,x,-39250.0,400.0,0,8012.0,2.0,0,B-,8899.0,500.0,0,167,957863.0,429.0,0
40,104,64,168,Gd,x,-48150.0,300.0,0,8060.0,2.0,0,B-,4631.0,300.0,0,167,948309.0,322.0,0
38,103,65,168,Tb,x,-52781.181,4.192,1,8082.798,0.025,1,B-,5777.2167,140.0696,1,167,943337.074,4.5,1
36,102,66,168,Dy,+pp,-58558.398,140.007,1,8112.5293,0.8334,1,B-,1500.8333,143.1849,1,167,937134.977,150.303,1
34,101,67,168,Ho,+,-60059.231,30.001,1,8116.8061,0.1786,1,B-,2930.0,30.0,1,167,935523.766,32.207,1
32,100,68,168,Er,na,-62989.231,0.262,1,8129.5897,0.0016,1,B-,-1676.8526,1.6858,1,167,932378.282,0.28,1
30,99,69,168,Tm,na,-61312.379,1.677,1,8114.9516,0.01,1,B-,267.488,1.6782,1,167,934178.457,1.8,1
28,98,70,168,Yb,na,-61579.867,0.093,1,8111.887,0.0006,1,B-,-4507.0351,37.9735,1,167,933891.297,0.1,1
26,97,71,168,Lu,na,-57072.832,37.973,1,8080.4026,0.226,1,B-,-1712.274,47.1476,1,167,938729.798,40.766,1
24,96,72,168,Hf,x,-55360.557,27.945,1,8065.5536,0.1663,1,B-,-6966.6444,39.5199,1,167,940568.0,30.0,1
22,95,73,168,Ta,x,-48393.913,27.945,1,8019.4287,0.1663,1,B-,-3500.9828,30.9307,1,167,948047.0,30.0,1
20,94,74,168,W,na,-44892.93,13.259,1,7993.9327,0.0789,1,B-,-9098.0411,33.5515,1,167,951805.459,14.233,1
18,93,75,168,Re,-a,-35794.889,30.821,1,7935.1208,0.1835,1,B-,-5799.8944,32.3727,1,167,961572.607,33.087,1
16,92,76,168,Os,na,-29994.995,9.903,1,7895.9408,0.0589,1,B-,-11328.7644,56.0975,1,167,967799.05,10.631,1
14,91,77,168,Ir,-a,-18666.23,55.216,1,7823.8509,0.3287,1,B-,-7656.1526,140.3258,1,167,979960.978,59.277,1
12,90,78,168,Pt,-a,-11010.078,149.934,1,7773.6217,0.8925,1,B-,-13540.0,427.0,0,167,988180.196,160.96,1
10,89,79,168,Au,x,2530.0,400.0,0,7688.0,2.0,0,B-,999999.0,999999.0,1,168,2716.0,429.0,0
43,106,63,169,Eu,x,-35660.0,500.0,0,7991.0,3.0,0,B-,8230.0,640.0,0,168,961717.0,537.0,0
41,105,64,169,Gd,x,-43890.0,400.0,0,8035.0,2.0,0,B-,6590.0,500.0,0,168,952882.0,429.0,0
39,104,65,169,Tb,x,-50480.0,300.0,0,8069.0,2.0,0,B-,5116.0,425.0,0,168,945807.0,322.0,0
37,103,66,169,Dy,+,-55596.01,300.669,1,8094.7566,1.7791,1,B-,3200.0,300.0,1,168,940315.231,322.781,1
35,102,67,169,Ho,+p,-58796.01,20.048,1,8109.0622,0.1186,1,B-,2125.1534,20.0483,1,168,936879.89,21.522,1
33,101,68,169,Er,-n,-60921.163,0.304,1,8117.0078,0.0018,1,B-,353.491,0.7729,1,168,934598.444,0.326,1
31,100,69,169,Tm,na,-61274.654,0.738,1,8114.4702,0.0044,1,B-,-899.127,0.7563,1,168,934218.956,0.792,1
29,99,70,169,Yb,-n,-60375.527,0.178,1,8104.5206,0.0011,1,B-,-2293.0,3.0,1,168,935184.208,0.191,1
27,98,71,169,Lu,-,-58082.527,3.005,1,8086.3233,0.0178,1,B-,-3365.6321,28.106,1,168,937645.845,3.226,1
25,97,72,169,Hf,x,-54716.895,27.945,1,8061.7791,0.1654,1,B-,-4426.46,39.5199,1,168,941259.0,30.0,1
23,96,73,169,Ta,x,-50290.435,27.945,1,8030.9577,0.1654,1,B-,-5372.5686,31.9246,1,168,946011.0,30.0,1
21,95,74,169,W,na,-44917.866,15.436,1,7994.5381,0.0913,1,B-,-6508.6195,19.1703,1,168,951778.689,16.571,1
19,94,75,169,Re,+a,-38409.247,11.369,1,7951.3963,0.0673,1,B-,-7686.2626,28.3218,1,168,958765.979,12.204,1
17,93,76,169,Os,-a,-30722.984,25.94,1,7901.2862,0.1535,1,B-,-8629.5684,34.8557,1,168,967017.521,27.847,1
15,92,77,169,Ir,+a,-22093.416,23.307,1,7845.5944,0.1379,1,B-,-9629.0,202.0,0,168,976281.743,25.02,1
13,91,78,169,Pt,-a,-12464.0,200.0,0,7784.0,1.0,0,B-,-10676.0,359.0,0,168,986619.0,215.0,0
11,90,79,169,Au,x,-1788.0,298.0,0,7716.0,2.0,0,B-,999999.0,999999.0,1,168,998080.0,320.0,0
44,107,63,170,Eu,x,-30860.0,500.0,0,7963.0,3.0,0,B-,9989.0,707.0,0,169,966870.0,537.0,0
42,106,64,170,Gd,x,-40850.0,500.0,0,8017.0,3.0,0,B-,5860.0,583.0,0,169,956146.0,537.0,0
40,105,65,170,Tb,x,-46710.0,300.0,0,8047.0,2.0,0,B-,7000.0,361.0,0,169,949855.0,322.0,0
38,104,66,170,Dy,x,-53710.0,200.0,0,8084.0,1.0,0,B-,2528.0,206.0,0,169,942340.0,215.0,0
36,103,67,170,Ho,+,-56237.514,50.019,1,8093.7902,0.2942,1,B-,3870.0,50.0,1,169,939626.548,53.697,1
34,102,68,170,Er,na,-60107.514,1.387,1,8111.9529,0.0082,1,B-,-312.1997,1.7852,1,169,935471.933,1.488,1
32,101,69,170,Tm,na,-59795.314,0.732,1,8105.5144,0.0043,1,B-,968.6148,0.7319,1,169,935807.093,0.785,1
30,100,70,170,Yb,na,-60763.929,0.01,1,8106.6101,0.0003,1,B-,-3457.695,16.843,1,169,934767.242,0.011,1
28,99,71,170,Lu,-,-57306.234,16.843,1,8081.6686,0.0991,1,B-,-1052.3734,32.6282,1,169,938479.23,18.081,1
26,98,72,170,Hf,x,-56253.86,27.945,1,8070.8762,0.1644,1,B-,-6116.1903,39.5199,1,169,939609.0,30.0,1
24,97,73,170,Ta,x,-50137.67,27.945,1,8030.2965,0.1644,1,B-,-2846.8656,30.9035,1,169,946175.0,30.0,1
22,96,74,170,W,na,-47290.804,13.195,1,8008.9482,0.0776,1,B-,-8386.8083,17.4557,1,169,949231.235,14.165,1
20,95,75,170,Re,na,-38903.996,11.427,1,7955.012,0.0672,1,B-,-4978.3046,15.0274,1,169,958234.844,12.267,1
18,94,76,170,Os,na,-33925.692,9.759,1,7921.1258,0.0574,1,B-,-10743.0,102.0,0,169,963579.273,10.476,1
16,93,77,170,Ir,-a,-23182.0,101.0,0,7853.0,1.0,0,B-,-6883.0,102.0,0,169,975113.0,109.0,0
14,92,78,170,Pt,na,-16299.202,18.246,1,7808.2365,0.1073,1,B-,-12596.0,202.0,0,169,982502.087,19.588,1
12,91,79,170,Au,-p,-3703.0,201.0,0,7730.0,1.0,0,B-,-9119.0,362.0,0,169,996024.0,216.0,0
10,90,80,170,Hg,-a,5415.0,302.0,0,7671.0,2.0,0,B-,999999.0,999999.0,1,170,5814.0,324.0,0
43,107,64,171,Gd,x,-36210.0,500.0,0,7990.0,3.0,0,B-,7560.0,640.0,0,170,961127.0,537.0,0
41,106,65,171,Tb,x,-43770.0,400.0,0,8030.0,2.0,0,B-,6240.0,447.0,0,170,953011.0,429.0,0
39,105,66,171,Dy,x,-50010.0,200.0,0,8062.0,1.0,0,B-,4508.0,633.0,0,170,946312.0,215.0,0
37,104,67,171,Ho,+,-54517.822,600.002,1,8083.6021,3.5088,1,B-,3200.0,600.0,1,170,941472.713,644.128,1
35,103,68,171,Er,na,-57717.822,1.408,1,8097.7404,0.0082,1,B-,1492.449,1.0788,1,170,938037.372,1.511,1
33,102,69,171,Tm,na,-59210.271,0.972,1,8101.8931,0.0057,1,B-,96.5468,0.9715,1,170,936435.162,1.043,1
31,101,70,171,Yb,na,-59306.818,0.013,1,8097.8826,0.0003,1,B-,-1478.3526,1.8621,1,170,936331.515,0.013,1
29,100,71,171,Lu,na,-57828.465,1.862,1,8084.6621,0.0109,1,B-,-2397.1144,28.9363,1,170,937918.591,1.999,1
27,99,72,171,Hf,x,-55431.351,28.876,1,8066.0687,0.1689,1,B-,-3711.0725,40.184,1,170,940492.0,31.0,1
25,98,73,171,Ta,x,-51720.279,27.945,1,8039.7914,0.1634,1,B-,-4634.1832,39.5199,1,170,944476.0,30.0,1
23,97,74,171,W,x,-47086.095,27.945,1,8008.1158,0.1634,1,B-,-5835.8106,39.5199,1,170,949451.0,30.0,1
21,96,75,171,Re,x,-41250.285,27.945,1,7969.4131,0.1634,1,B-,-6953.0469,33.3748,1,170,955716.0,30.0,1
19,95,76,171,Os,na,-34297.238,18.247,1,7924.1769,0.1067,1,B-,-7885.2079,42.5749,1,170,963180.402,19.589,1
17,94,77,171,Ir,-a,-26412.03,38.466,1,7873.4895,0.2249,1,B-,-8945.4613,89.6251,1,170,971645.52,41.295,1
15,93,78,171,Pt,-a,-17466.569,80.951,1,7816.6017,0.4734,1,B-,-9904.2655,83.5586,1,170,981248.868,86.904,1
13,92,79,171,Au,-p,-7562.303,20.713,1,7754.1069,0.1211,1,B-,-10901.0,307.0,0,170,991881.533,22.236,1
11,91,80,171,Hg,-a,3339.0,307.0,0,7686.0,2.0,0,B-,999999.0,999999.0,1,171,3585.0,329.0,0
44,108,64,172,Gd,x,-32970.0,300.0,0,7972.0,2.0,0,B-,6720.0,583.0,0,171,964605.0,322.0,0
42,107,65,172,Tb,x,-39690.0,500.0,0,8006.0,3.0,0,B-,8070.0,583.0,0,171,957391.0,537.0,0
40,106,66,172,Dy,x,-47760.0,300.0,0,8049.0,2.0,0,B-,3724.0,358.0,0,171,948728.0,322.0,0
38,105,67,172,Ho,x,-51484.0,196.0,0,8066.0,1.0,0,B-,4999.0,196.0,0,171,944730.0,210.0,0
36,104,68,172,Er,na,-56482.578,3.962,1,8090.4052,0.023,1,B-,890.9756,4.5418,1,171,939363.461,4.253,1
34,103,69,172,Tm,na,-57373.554,5.481,1,8091.0367,0.0319,1,B-,1881.9024,5.4814,1,171,938406.959,5.884,1
32,102,70,172,Yb,na,-59255.456,0.014,1,8097.4295,0.0003,1,B-,-2519.3805,2.336,1,171,936386.654,0.014,1
30,101,71,172,Lu,na,-56736.076,2.336,1,8078.2334,0.0136,1,B-,-333.8443,24.5396,1,171,939091.32,2.507,1
