#nucid	Z	A	liso	energy_[keV]	D_energy_[keV]	beta-_%	D_beta-	AME2021_Qb	AME2020_D_Qb	AME2020_Qb1n	AME2020_D_Qb1n	AME2021_Qb2n	AME2021_D_Qb2n	Qb3n	D_Qb3n	T12	D_T12	P1n	D_P1n	P2n	D_P2n	P3n	D_P3n	Neueff_1n	lowerEff	upperEff	Neueff_2n	lowerEff	upperEff	D_T12_Hi	D_P1n_Hi	D_P2n_Hi
53K	19	53	0	0	0	100	0	17091.9853	120.0471	13899.2313	111.7813	7893.9514	127.782172377	3080	110	0.03	0.005	75	10	5	5	0	0	0.618689	0.064354664717089	0.039933527703534	0.667525	0.02643678770317	0.020814328912134	0.005	10	5
54K	19	54	0	0	0	100	0	20010	403	16166	402	12973.0482	405.901042656	7120	600	0.01	0.005	0	0	0	0	0	0	0.606161	0.085873520471266	0.04709176959012	0.655772	0.038596264850185	0.023945417628131	0.005	0	0
51Ca	20	51	0	0	0	100	0	6918.0432	2.5686	133.4927	2.5688	0	0	0	0	10	0.8	0	0	0	0	0	0	0.67316	0.02020324238928	0.02019521842021	0.673034	0.020191115190608	0.020283719028827	0.8	0	0
52Ca	20	52	0	0	0	100	0	6257.2889	3.1463	912.7632	2.6029	0	0	0	0	4.6	0.3	1	1	0	0	0	0	0.673546	0.020240630467068	0.020237009702632	0.673034	0.020191115190608	0.020283719028827	0.3	1	0
53Ca	20	53	0	0	0	100	0	9381.8471	47.2223	3064.5349	43.888	0	0	0	0	0.461	0.09	40	10	0	0	0	0	0.669416	0.024361241818725	0.0204358669733	0.673034	0.020191115190608	0.020283719028827	0.09	10	0
54Ca	20	54	0	0	0	100	0	9277.3463	50.4129	5537.6493	51.5698	0	0	0	0	0.107	0.014	0	0	0	0	0	0	0.659937	0.034293981448238	0.022005899403844	0.673034	0.020191115190608	0.020283719028827	0.014	0	0
55Ca	20	55	0	0	0	100	0	12191.7329	171.9435	7716.2405	160.8251	3976.5435	183.773988106	0	0	0.022	0.002	0	0	0	0	0	0	0.650866	0.047165583331073	0.025817358403996	0.672693	0.021133856960434	0.020200804093503	0.002	0	0
56Ca	20	56	0	0	0	100	0	12005.458	360.2029	9260.3993	257.3236	4784.907	444.260273723	790	410	0.011	0.002	0	0	0	0	0	0	0.641871	0.049586606735861	0.029228661679538	0.670542	0.021445245169678	0.02031046824639	0.002	0	0
51Sc	21	51	0	0	0	100	0	6482.6122	2.5612	110.1965	2.5164	0	0	0	0	12.4	0.1	0	0	0	0	0	0	0.673117	0.020193517155763	0.020193804176532	0.673033	0.020191088286175	0.020283689165931	0.1	0	0
52Sc	21	52	0	0	0	100	0	8954.1372	4.1223	1138.0865	3.1118	0	0	0	0	8.2	0.2	0	0	0	0	0	0	0.673218	0.020492634505393	0.020212102240282	0.673033	0.020191088286175	0.020283689165931	0.2	0	0
53Sc	21	53	0	0	0	100	0	8111.8785	17.9325	2636.825	17.9103	0	0	0	0	2.4	0.6	0	0	0	0	0	0	0.669542	0.022305780434399	0.020416630593406	0.673033	0.020191088286175	0.020283689165931	0.6	0	0
54Sc	21	54	0	0	0	100	0	11305.8789	21.1188	4372.1815	14.2683	0	0	0	0	0.526	0.015	16	9	0	0	0	0	0.664234	0.029176100614722	0.021263643292729	0.673033	0.020191088286175	0.020283689165931	0.015	9	0
55Sc	21	55	0	0	0	100	0	10990.3608	68.7671	6830.3865	64.3881	0	0	0	0	0.096	0.002	17	7	0	0	0	0	0.654097	0.040383984608606	0.02462002757651	0.673033	0.020191088286175	0.020283689165931	0.002	7	0
56Sc	21	56	0	0	0	100	0	13907.147	278.3271	8245.3022	261.2655	4085.3279	296.237877422	0	0	0.031	0.005	0	0	0	0	0	0	0.647969	0.046072702150676	0.026923592376667	0.6724	0.021230184761325	0.020205555671646	0.005	0	0
56Sc	21	56	1	0	0	100	0	0	0	0	0	0	0	0	0	0.069	0.007	24	12	0	0	0	0	0.673096	0.020193910435931	0.020193745855943	0.673033	0.020191088286175	0.020283689165931	0.007	12	0
57Sc	21	57	0	0	0	100	0	13022.1957	273.3249	9972.0247	205.8164	4310.1799	343.404400833	400	1300	0.022	0.002	0	0	0	0	0	0	0.638092	0.057303938821146	0.03149278186216	0.671817	0.021427316638817	0.020224241823616	0.002	0	0
58Sc	21	58	0	0	0	100	0	15438.0995	264.0509	10850.9613	280.1708	7800.7903	336.714213086	2580	430	0.012	0.005	0	0	0	0	0	0	0.634959	0.051421394453213	0.033487570866113	0.667637	0.026320239804989	0.020787309022384	0.005	0	0
56Ti	22	56	0	0	0	100	0	6760.4051	188.1842	1630.8225	103.778	0	0	0	0	0.2	0.005	0	0	0	0	0	0	0.6732	0.020767627139373	0.020205361689413	0.673032	0.020191061431277	0.02028346840956	0.005	0	0
57Ti	22	57	0	0	0	100	0	10033.2148	222.6466	3710.2341	270.7795	0	0	0	0	0.098	0.005	0	0	0	0	0	0	0.667704	0.026266706102106	0.020771417487846	0.673032	0.020191061431277	0.02028346840956	0.005	0	0
58Ti	22	58	0	0	0	100	0	9512.9152	206.8675	5446.0767	201.9869	0	0	0	0	0.058	0.009	0	0	0	0	0	0	0.660539	0.033980309143222	0.021773311127821	0.673032	0.020191061431277	0.02028346840956	0.009	0	0
59Ti	22	59	0	0	0	100	0	11731	330	6480	315	2412.81	367.374693108	0	0	0.0285	0.0025	0	0	0	0	0	0	0.655376	0.039168218075864	0.024157882776402	0.673216	0.020508358622533	0.02020147037694	0.0025	0	0
60Ti	22	60	0	0	0	100	0	10987.704	301.4311	7439.6014	276.8307	2188.2499	364.891551518	0	0	0.0222	0.002	0	0	0	0	0	0	0.651869	0.045482875567019	0.025454553813511	0.67337	0.020354470693437	0.020206778125421	0.002	0	0
61Ti	22	61	0	0	0	100	0	13807	381	8646	351	5097.8596	468.21706636	0	0	0.015	0.004	0	0	0	0	0	0	0.645459	0.048130069162769	0.027929405965987	0.66974	0.021331855447663	0.020395625164236	0.004	0	0
56V	23	56	0	0	0	100	0	9101.727	175.8854	855.6051	175.8846	0	0	0	0	0.216	0.004	0	0	0	0	0	0	0.673625	0.020221858484385	0.020312158564823	0.673028	0.020190957899654	0.020282967753896	0.004	0	0
57V	23	57	0	0	0	100	0	8089.9214	84.7864	2778.7463	84.7679	0	0	0	0	0.347	0.01	0	0	0	0	0	0	0.6695	0.023193620372853	0.020422958282286	0.673028	0.020190957899654	0.020282967753896	0.01	0	0
58V	23	58	0	0	0	100	0	11561.224	95.8625	4023.083	95.8342	0	0	0	0	0.19	0.01	0	0	0	0	0	0	0.666167	0.027616738125639	0.020988739688226	0.673028	0.020190957899654	0.020282967753896	0.01	0	0
59V	23	59	0	0	0	100	0	10505.3137	137.4021	6309.8725	137.4328	0	0	0	0	0.092	0.009	6	3	0	0	0	0	0.655993	0.038288672873895	0.023829542661245	0.673028	0.020190957899654	0.020282967753896	0.009	3	0
60V	23	60	0	0	0	100	0	13821.0986	181.9496	6957.2111	181.9474	2761.7698	181.977448087	0	0	0.04	0.015	0	0	0	0	0	0	0.653664	0.041366458531114	0.024774964044503	0.6732	0.020531410862384	0.020211878116593	0.015	0	0
60V	23	60	1	0	0	100	0	0	0	0	0	0	0	0	0	0.122	0.018	0	0	0	0	0	0	0.673097	0.020193861202556	0.020193712245848	0.673028	0.020190957899654	0.020282967753896	0.018	0	0
61V	23	61	0	0	0	100	0	12319.3807	234.9272	8660.0609	234.9225	1796.1734	234.935543713	0	0	0.0483	0.001	20	10	0	0	0	0	0.645195	0.048056395258306	0.027941219197138	0.673636	0.020217749094457	0.020291226932998	0.001	10	0
62V	23	62	0	0	0	100	0	15639.4478	264.3094	9212.0204	264.2935	5552.7005	264.334233937	0	0	0.0335	0.002	0	0	0	0	0	0	0.642054	0.049378721065095	0.029096372093861	0.669539	0.022375741893151	0.020417079768393	0.002	0	0
63V	23	63	0	0	0	100	0	14438.1586	347.672	11041.1524	340.0128	4613.725	355.187640731	570	440	0.0196	0.001	67	33	0	0	0	0	0.633568	0.050073604279716	0.033546202967871	0.670997	0.021509052991894	0.020272002678771	0.001	33	0
64V	23	64	0	0	0	100	0	17320	500	11787	406	8389.9972	583.075073664	1940	410	0.015	0.002	0	0	0	0	0	0	0.628396	0.04814992227963	0.035732609819805	0.666052	0.027761687071099	0.021033963963875	0.002	0	0
60Cr	24	60	0	0	0	100	0	6059.4457	2.5831	545.5102	2.5831	0	0	0	0	0.492	0.013	0	0	0	0	0	0	0.674096	0.020242719468846	0.020271836115518	0.673031	0.020191034625915	0.020283343172784	0.013	0	0
61Cr	24	61	0	0	0	100	0	9245.6277	2.9822	2400.1258	2.9822	0	0	0	0	0.234	0.01	0	0	0	0	0	0	0.669749	0.021326405034626	0.020389905607945	0.673031	0.020191034625915	0.020283343172784	0.01	0	0
62Cr	24	62	0	0	0	100	0	7671.3532	7.3947	2818.2002	4.1595	0	0	0	0	0.2	0.012	0	0	0	0	0	0	0.669484	0.023407101158204	0.02042539105208	0.673031	0.020191034625915	0.020283343172784	0.012	0	0
63Cr	24	63	0	0	0	100	0	10708.7611	72.752	4274.3471	72.9505	0	0	0	0	0.129	0.002	0	0	0	0	0	0	0.664685	0.028824436339719	0.021196529864638	0.673031	0.020191034625915	0.020283343172784	0.002	0	0
64Cr	24	64	0	0	0	100	0	9349.0622	299.962	5175.7645	299.9642	0	0	0	0	0.0429	0.001	0	0	0	0	0	0	0.662307	0.033957722980555	0.021170209139829	0.673031	0.020191034625915	0.020283343172784	0.001	0	0
65Cr	24	65	0	0	0	100	0	12657	200	6608	200	2434.0803	200.069401765	0	0	0.028	0.003	0	0	0	0	0	0	0.65486	0.039682363105541	0.0243705293057	0.6732	0.020514873263074	0.020212599461722	0.003	0	0
66Cr	24	66	0	0	0	100	0	11610	300	7756	300	1706.0119	300.229038611	0	0	0.023	0.004	0	0	0	0	0	0	0.650649	0.047529134276577	0.025915437833093	0.673703	0.020217348193769	0.02031948264568	0.004	0	0
61Mn	25	61	0	0	0	100	0	7178.373	3.4965	1599.7264	4.1261	0	0	0	0	0.709	0.008	0	0	0	0	0	0	0.6732	0.020723282582641	0.020204183749907	0.673025	0.02019087837521	0.02028259277219	0.008	0	0
62Mn	25	62	0	0	0	100	0	10354.092	7.1142	2325.22	7.0431	0	0	0	0	0.092	0.013	0	0	0	0	0	0	0.670207	0.021391093580369	0.020339086546945	0.673025	0.02019087837521	0.02028259277219	0.013	0	0
62Mn	25	62	1	0	0	100	0	0	0	0	0	0	0	0	0	0.671	0.005	0	0	0	0	0	0	0.673097	0.020193822775	0.02019370335694	0.673025	0.02019087837521	0.02028259277219	0.005	0	0
63Mn	25	63	0	0	0	100	0	8748.5685	5.6915	3919.6779	4.6575	0	0	0	0	0.276	0.006	0	0	0	0	0	0	0.666635	0.027202182300369	0.020924770629627	0.673025	0.02019087837521	0.02028259277219	0.006	0	0
64Mn	25	64	0	0	0	100	0	11980.5117	6.1402	4575.2708	5.5714	0	0	0	0	0.09	0.004	2.7	0.6	0	0	0	0	0.663479	0.03041986129319	0.021302395290129	0.673025	0.02019087837521	0.02028259277219	0.004	0.6	0
65Mn	25	65	0	0	0	100	0	10250.5576	6.3257	5930.8897	6.2494	0	0	0	0	0.0919	0.0009	7.9	1.2	0	0	0	0	0.657463	0.037059714809104	0.023098404224797	0.673025	0.02019087837521	0.02028259277219	0.0009	1.2	0
66Mn	25	66	0	0	0	100	0	13317.4543	11.9056	6396.1914	12.2913	2076.5235	13.5541238599	0	0	0.0639	0.0011	5	1.4	0	0	0	0	0.655662	0.03872974517628	0.024002154432875	0.673441	0.020293785438722	0.020209440948055	0.0011	1.4	0
67Mn	25	67	0	0	0	100	0	12128	200	8416	200	1494.85	200.101767011	0	0	0.047	0.004	0	0	0	0	0	0	0.646805	0.047193658866658	0.027337054947863	0.673846	0.020225699111388	0.020302055672872	0.004	0	0
68Mn	25	68	0	0	0	100	0	14977	356	8717	300	5005	404.950614273	0	0	0.0352	0.002	15	9	0	0	0	0	0.644889	0.048011510297937	0.028105576120921	0.669959	0.021360976370777	0.020369015796373	0.002	9	0
69Mn	25	69	0	0	0	100	0	13839	447	10466	444	4206	489.702971198	1080	400	0.0258	0.0028	40	20	0	0	0	0	0.635646	0.052385140398632	0.033075548046622	0.672035	0.021365418814114	0.020217219717422	0.0028	20	0
70Mn	25	70	0	0	0	100	0	16440	583	10678	539	7304	683.099553506	1900	570	0.0199	0.0017	50	20	0	0	0	0	0.634714	0.051212521482704	0.033694279627504	0.668306	0.0256278556979	0.020637850049664	0.0017	20	0
65Fe	26	65	0	0	0	100	0	7967.3036	5.5198	503.2219	20.6481	0	0	0	0	0.805	0.01	0	0	0	0	0	0	0.673544	0.020207617596897	0.020216548096606	0.673026	0.020190904833821	0.020282622636346	0.01	0	0
65Fe	26	65	1	402	5	100	0	0	0	0	0	0	0	0	0	1.12	0.15	0	0	0	0	0	0	0.673097	0.020193832307616	0.02019370335694	0.673026	0.020190904833821	0.020282622636346	0.15	0	0
66Fe	26	66	0	0	0	100	0	6340.6944	14.5611	1046.0407	4.5973	0	0	0	0	0.429	0.028	0	0	0	0	0	0	0.673339	0.020370659489297	0.020200361680646	0.673026	0.020190904833821	0.020282622636346	0.028	0	0
67Fe	26	67	0	0	0	100	0	9613.3678	7.49	2628.8074	14.485	0	0	0	0	0.395	0.009	0	0	0	0	0	0	0.66954	0.022352464728526	0.020416929995472	0.673026	0.020190904833821	0.020282622636346	0.009	0	0
68Fe	26	68	0	0	0	100	0	7746	193	3354	193	0	0	0	0	0.188	0.006	0	0	0	0	0	0	0.668679	0.025241252832158	0.020563508590143	0.673026	0.020190904833821	0.020282622636346	0.006	0	0
69Fe	26	69	0	0	0	100	0	11186	218	4372	200	0	0	0	0	0.162	0.007	0	0	0	0	0	0	0.664124	0.029288728935179	0.021303789982968	0.673026	0.020190904833821	0.020282622636346	0.007	0	0
70Fe	26	70	0	0	0	100	0	9635	300	5424	312	0	0	0	0	0.0614	0.0007	0	0	0	0	0	0	0.660488	0.03399160365928	0.02179310182901	0.673026	0.020190904833821	0.020282622636346	0.0007	0	0
71Fe	26	71	0	0	0	100	0	12440	613	6524	400	2312.8811	774.187288638	0	0	0.035	0.007	0	0	0	0	0	0	0.655097	0.039599905460343	0.024319590795655	0.673278	0.020482835320229	0.02023014816445	0.007	0	0
72Fe	26	72	0	0	0	100	0	11050	583	7049	683	1132	655.659210261	0	0	0.019	0.004	0	0	0	0	0	0	0.653233	0.042776051080717	0.025073549769829	0.674023	0.020236787123358	0.020262179549005	0.004	0	0
73Fe	26	73	0	0	0	100	0	13980	583	8239	583	4238	803.553358527	0	0	0.0129	0.0016	0	0	0	0	0	0	0.647866	0.046333583053336	0.02716471613252	0.671947	0.021440846758654	0.020225336331644	0.0016	0	0
74Fe	26	74	0	0	0	100	0	12881	640	9239	583	3498	812.15762017	570	760	0.00595	0.00485	0	0	0	0	0	0	0.641829	0.049466344555838	0.029460248262988	0.6732	0.020824612841539	0.02020674879836	0.00485	0	0
66Co	27	66	0	0	0	100	0	9597.7522	14.0421	645.9373	13.9808	0	0	0	0	0.209	0.019	0	0	0	0	0	0	0.673933	0.020231273035578	0.020296721795406	0.673028	0.020190957899654	0.020283062981355	0.019	0	0
67Co	27	67	0	0	0	100	0	8420.9047	7.0607	2613.1918	6.5929	0	0	0	0	0.329	0.028	0	0	0	0	0	0	0.669545	0.022261694911271	0.020416181849761	0.673028	0.020190957899654	0.020283062981355	0.028	0	0
67Co	27	67	1	0	0	100	0	0	0	0	0	0	0	0	0	0.496	0.033	0	0	0	0	0	0	0.673097	0.020193861202556	0.020193730172212	0.673028	0.020190957899654	0.020283062981355	0.033	0	0
68Co	27	68	0	0	0	100	0	11821.2318	4.876	4028.7795	4.8196	0	0	0	0	0.199	0.03	0	0	0	0	0	0	0.666034	0.027731463362766	0.021002737946287	0.673028	0.020190957899654	0.020283062981355	0.03	0	0
68Co	27	68	1	0	0	100	0	0	0	0	0	0	0	0	0	1.6	0.3	6	3	0	0	0	0	0.673097	0.020193861202556	0.020193730172212	0.673028	0.020190957899654	0.020283062981355	0.3	3	0
69Co	27	69	0	0	0	100	0	9593.2084	85.7784	5007.0568	85.7493	0	0	0	0	0.203	0.017	0	0	0	0	0	0	0.662694	0.033259022428093	0.021146135081201	0.673028	0.020190957899654	0.020283062981355	0.017	0	0
69Co	27	69	1	0	0	100	0	0	0	0	0	0	0	0	0	0.75	0.25	0	0	0	0	0	0	0.673097	0.020193861202556	0.020193730172212	0.673028	0.020190957899654	0.020283062981355	0.25	0	0
70Co	27	70	0	0	0	100	0	12688.9049	11.1987	5382.3745	11.606	796.2229	11.7852249979	0	0	0.113	0.007	3	1.5	0	0	0	0	0.660755	0.033961349045974	0.021691028145814	0.671652	0.020254182387685	0.020213540441833	0.007	1.5	0
70Co	27	70	1	0	0	100	0	0	0	0	0	0	0	0	0	0.508	0.007	3	1.5	0	0	0	0	0.673097	0.020193861202556	0.020193730172212	0.673028	0.020190957899654	0.020283062981355	0.007	1.5	0
71Co	27	71	0	0	0	100	0	11036.3053	465.0353	6772.62	465.0349	0	0	0	0	0.08	0.003	16	8	0	0	0	0	0.654275	0.040267776174784	0.024610402557912	0.673028	0.020190957899654	0.020283062981355	0.003	8	0
72Co	27	72	0	0	0	100	0	13926	300	7035	300	2771.1639	300.015979063	0	0	0.0515	0.0003	6	3	0.7	0.3	0	0	0.653348	0.04222572733765	0.024898244199011	0.6732	0.02053339389872	0.020211957475712	0.0003	3	0.3
72Co	27	72	1	0	0	100	0	0	0	0	0	0	0	0	0	0.0478	0.0005	6	3	0.7	0.3	0	0	0.673097	0.020193861202556	0.020193730172212	0.673028	0.020190957899654	0.020283062981355	0.0005	3	0.3
73Co	27	73	0	0	0	100	0	12139	300	8185	300	1294.4403	300.01810548	0	0	0.0407	0.0013	18	9	4	2	0	0	0.648106	0.046113423691073	0.026872658009814	0.67399	0.020235127083614	0.020264984186769	0.0013	9	2
74Co	27	74	0	0	0	100	0	15160	447	8497	400	4543	489.702971198	0	0	0.0314	0.0015	18	15	2.5	1.3	0	0	0.646121	0.047940426791768	0.027692858212487	0.671133	0.021532661454639	0.020264140798961	0.0015	15	1.3
75Co	27	75	0	0	0	100	0	13680	447	10069	447	3405	489.702971198	360	500	0.0265	0.0012	8	8	0	0	0	0	0.637439	0.055728759683389	0.031930732403891	0.6732	0.02074386926299	0.020205392151602	0.0012	8	0
76Co	27	76	0	0	0	100	0	16530	583	10509	539	6898	685.718601177	1380	600	0.0225	0.0057	0	0	0	0	0	0	0.635311	0.051881659341707	0.033321928951501	0.668864	0.025099546399216	0.020529053593539	0.0057	0	0
76Co	27	76	1	0	0	100	0	0	0	0	0	0	0	1380	600	0.016	0.004	0	0	0	0	0	0	0.673097	0.020193861202556	0.020193730172212	0.673028	0.020190957899654	0.020283062981355	0.004	0	0
77Co	27	77	0	0	0	100	0	15440	721	12209	671	6188	848.321872876	3230	630	0.01445	0.00575	0	0	0	0	0	0	0.62574	0.050869434180459	0.036910213936525	0.669446	0.023987451745119	0.020431217981912	0.00575	0	0
72Ni	28	72	0	0	0	100	0	5556.9381	2.6374	413.7481	2.6879	0	0	0	0	1.587	0.093	0	0	0	0	0	0	0.672179	0.020215304777245	0.020195896792094	0.673024	0.020190851966136	0.020282372891711	0.093	0	0
73Ni	28	73	0	0	0	100	0	8879.2856	3.1038	1603.5291	2.7971	0	0	0	0	0.842	0.03	0	0	0	0	0	0	0.6732	0.020738175835883	0.020203957656855	0.673024	0.020190851966136	0.020282372891711	0.03	0	0
74Ni	28	74	0	0	0	100	0	7306	200	2216	200	0	0	0	0	0.5077	0.0046	0	0	0	0	0	0	0.670752	0.021474808985265	0.020291891901782	0.673024	0.020190851966136	0.020282372891711	0.0046	0	0
75Ni	28	75	0	0	0	100	0	10230	200	3695	200	0	0	0	0	0.3318	0.0032	10	2.8	0	0	0	0	0.667679	0.026277781552804	0.020777323295769	0.673024	0.020190851966136	0.020282372891711	0.0032	2.8	0
76Ni	28	76	0	0	0	100	0	8791	300	4209	300	0	0	0	0	0.2347	0.0027	14	3.6	0	0	0	0	0.664926	0.028679629755776	0.021194531627955	0.673024	0.020190851966136	0.020282372891711	0.0027	3.6	0
77Ni	28	77	0	0	0	100	0	11513	400	5560	400	977.7553	400.002477016	0	0	0.15865	0.00415	30	24	0	0	0	0	0.659585	0.034823212947724	0.022152849365319	0.672972	0.020193102349704	0.020190539306953	0.00415	24	0
78Ni	28	78	0	0	0	100	0	9910	400	5912	400	0	0	0	0	0.1222	0.0051	0	0	0	0	0	0	0.65748	0.037087081367506	0.023094157255895	0.673024	0.020190851966136	0.020282372891711	0.0051	0	0
79Ni	28	79	0	0	0	100	0	14248	511	8558	500	4560.153	521.673407588	0	0	0.04355	0.00805	0	0	0	0	0	0	0.645585	0.04815997123133	0.027904657568272	0.671057	0.021522385288906	0.020269916539643	0.00805	0	0
80Ni	28	80	0	0	0	100	0	13440	671	11097	609	5407	735.010884273	1780	720	0.0285	0.0215	0	0	0	0	0	0	0.634229	0.050793314589589	0.033600288957045	0.669559	0.02205772710487	0.020414093416875	0.0215	0	0
73Cu	29	73	0	0	0	100	0	6605.9659	2.691	1086.7318	2.8915	0	0	0	0	4.2	0.15	0.029	0.006	0	0	0	0	0.673276	0.020430407630745	0.020203494647174	0.673022	0.020190799296601	0.020282123341396	0.15	0.006	0
74Cu	29	74	0	0	0	100	0	9750.5077	6.6424	1515.88	6.4239	0	0	0	0	1.598	0.014	0.075	0.016	0	0	0	0	0.6732	0.020634226808873	0.020205637629137	0.673022	0.020190799296601	0.020282123341396	0.014	0.016	0
75Cu	29	75	0	0	0	100	0	8088.6967	2.0837	3215.1829	2.6155	0	0	0	0	1.224	0.003	2.7	0.6	0	0	0	0	0.669046	0.024902367259046	0.020496731717628	0.673022	0.020190799296601	0.020282123341396	0.003	0.6	0
76Cu	29	76	0	0	0	100	0	11321.3964	1.7183	3505.9706	2.1587	0	0	0	0	0.637	0.008	7.2	0.5	0	0	0	0	0.668229	0.025670960671485	0.020654002948506	0.673022	0.020190799296601	0.020282123341396	0.008	0.5	0
77Cu	29	77	0	0	0	100	0	9926.375	2.3148	5368.8778	1.8936	0	0	0	0	0.4698	0.002	30.1	2	0	0	0	0	0.66083	0.033959414659414	0.021663550401769	0.673022	0.020190799296601	0.020282123341396	0.002	2	0
78Cu	29	78	0	0	0	100	0	12693.768	13.4727	5928.4108	13.4769	1370.9137	13.6895039421	0	0	0.3317	0.002	51	10	0	0	0	0	0.657376	0.037104902436719	0.023140006694865	0.673931	0.020231140711411	0.020297455960906	0.002	10	0
79Cu	29	79	0	0	0	100	0	11024.2629	105.003	7003.8851	104.9974	238.528	105.045071061	0	0	0.2413	0.0021	66	12	0	0	0	0	0.653383	0.042099607768008	0.024867038710311	0.67313	0.020196628956586	0.020196248691527	0.0021	12	0
80Cu	29	80	0	0	0	100	0	14969	300	8682	300	4660.9867	300.017425364	0	0	0.1133	0.0064	58	9	0	0	0	0	0.644908	0.048005333574694	0.028061752825111	0.670823	0.021482397529049	0.020284597890915	0.0064	9	0
81Cu	29	81	0	0	0	100	0	14289	300	11667	300	5378.9965	300.050416097	1850	500	0.0732	0.0068	80	20	0	0	0	0	0.629158	0.04749181203184	0.035217149715268	0.669562	0.021941585759913	0.020413647118034	0.0068	20	0
82Cu	29	82	0	0	0	100	0	16584	400	12399	400	9776.0228	400.020162824	3900	600	0.03275	0.00695	0	0	0	0	0	0	0.625268	0.051474540208161	0.036873738359998	0.663205	0.031478945675205	0.021261039716404	0.00695	0	0
78Zn	30	78	0	0	0	100	0	6220.8433	2.2088	437.7923	3.1053	0	0	0	0	1.47	0.15	0	0	0	0	0	0	0.672575	0.020199227251618	0.02018781381335	0.673024	0.020190851966136	0.020282372891711	0.15	0	0
79Zn	30	79	0	0	0	100	0	9116.0536	2.5295	2200.4655	2.4599	0	0	0	0	0.746	0.042	1.75	0.45	0	0	0	0	0.670833	0.0214809297634	0.020282274613566	0.673024	0.020190851966136	0.020282372891711	0.042	0.45	0
80Zn	30	80	0	0	0	100	0	7575.0553	3.8774	2828.4181	2.8527	0	0	0	0	0.5619	0.003	1.36	0.12	0	0	0	0	0.669476	0.023506077344347	0.020426612032307	0.673024	0.020190851966136	0.020282372891711	0.003	0.12	0
81Zn	30	81	0	0	0	100	0	11428.2924	5.996	4952.6873	5.8018	206.05	6.93140150042	0	0	0.3035	0.0031	9.8	3	0	0	0	0	0.662761	0.033027402453249	0.021156555220756	0.6731	0.020193980538765	0.020193228196601	0.0031	3	0
82Zn	30	82	0	0	0	100	0	10616.7652	3.9162	7242.6833	4.4833	767.0782	5.43511507514	0	0	0.1779	0.0025	69	7	0	0	0	0	0.652361	0.044482584264956	0.025233914240341	0.671519	0.020268288522342	0.020219629858751	0.0025	7	0
83Zn	30	83	0	0	0	100	0	12967	300	8569	300	5195.1969	300.029051027	0	0	0.0997	0.003	71	29	0	0	0	0	0.645785	0.048176117741081	0.027748736828953	0.669586	0.021536879050977	0.02041009226477	0.003	29	0
84Zn	30	84	0	0	0	100	0	12264	401	9356	400	4957.9529	402.113656521	1480	400	0.0536	0.0081	73	26	0	0	0	0	0.641216	0.047776745931367	0.029539195178447	0.669977	0.0213635170905	0.020366957148187	0.0081	26	0
79Ga	31	79	0	0	0	100	0	6978.8242	37.1467	1242.3848	3.7362	0	0	0	0	2.852	0.01	0.084	0.029	0	0	0	0	0.6732	0.020527282942465	0.020212721241832	0.673026	0.020190904833821	0.020282622636346	0.01	0.029	0
80Ga	31	80	0	0	0	100	0	10311.6397	3.5409	2232.187	37.273	0	0	0	0	1.9	0.1	0.45	0.07	0	0	0	0	0.67062	0.021450213657677	0.020300032757609	0.673026	0.020190904833821	0.020282622636346	0.1	0.07	0
80Ga	31	80	1	22.4	0	100	0	0	0	0	0	0	0	0	0	1.3	0.2	0.45	0.07	0	0	0	0	0.673097	0.020193822775	0.020193712245848	0.673026	0.020190904833821	0.020282622636346	0.2	0.07	0
81Ga	31	81	0	0	0	100	0	8663.7335	3.8508	3836.0346	3.8508	0	0	0	0	1.217	0.004	12.5	0.8	0	0	0	0	0.667074	0.026823576762401	0.020870618709765	0.673026	0.020190904833821	0.020282622636346	0.004	0.8	0
82Ga	31	82	0	0	0	100	0	12484.3497	3.296	5289.6516	3.1726	461.9527	4.47893796452	0	0	0.601	0.002	22.7	2	0	0	0	0	0.661288	0.033951205295977	0.021499521693508	0.673102	0.020193725960397	0.020193064853152	0.002	2	0
83Ga	31	83	0	0	0	100	0	11719.3136	3.5592	8086.6285	3.4352	891.9304	4.76794456763	0	0	0.31	0.001	67	6	0	0	0	0	0.64859	0.046600605417634	0.026653110780733	0.672377	0.020205853313238	0.020192233856513	0.001	6	0
84Ga	31	84	0	0	0	100	0	14054.2989	29.976	8810.9878	29.9064	5178.3027	30.2256282575	0	0	0.0952	0.0025	46	5	1.6	0.2	0	0	0.644136	0.047843185061683	0.028299016658647	0.669591	0.021443925050067	0.020409355147895	0.0025	5	0.2
85Ga	31	85	0	0	0	100	0	13379.3679	37.4459	10333.0583	37.3944	5089.7472	37.7086684201	1350	300	0.0919	0.0012	80	10	1.3	0.2	0	0	0.636109	0.053081911070466	0.032736493320038	0.669676	0.021316307735591	0.020398737864839	0.0012	10	0.2
86Ga	31	86	0	0	0	100	0	15640	593	11292	400	8245.8723	737.109107194	2680	400	0.0492	0.002	69	8	16.2	1.1	0	0	0.631984	0.0483567846701	0.034084732999254	0.666362	0.02751424192195	0.021013023569672	0.002	8	1.1
87Ga	31	87	0	0	0	100	0	14720	583	12459	665	8111	655.659210261	4680	500	0.029	0.004	81	12	10.2	2.8	0	0	0.624898	0.052115572417115	0.037127590392639	0.666737	0.027171920901035	0.020953447650735	0.004	12	2.8
